day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,51.03824555775415
2,10,7,70.0,37.82366241371278
3,10,2,20.0,102.44827588592302
4,10,5,50.0,35.65167649297248
5,11,2,18.181818181818183,24.782679941512953
6,11,6,54.54545454545454,39.038681858910074
7,11,5,45.45454545454545,60.20294924446345
8,11,7,63.63636363636363,91.83353254593047
9,11,4,36.36363636363637,95.53536001640927
10,11,2,18.181818181818183,29.64724109911497
11,11,3,27.27272727272727,32.71733280061655
12,11,6,54.54545454545454,40.76193556260397
13,11,7,63.63636363636363,49.774374366275936
14,11,4,36.36363636363637,117.50291413356643
15,11,2,18.181818181818183,34.173098282555515
