Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,10.0,9.0,15.0,True
3,2.0,3.0,15.0,True
4,7.0,13.0,8.0,True
5,12.0,1.0,6.0,True
6,9.0,2.0,13.0,True
7,15.0,4.0,8.0,True
8,14.0,15.0,8.0,True
9,4.0,3.0,5.0,True
10,13.0,11.0,10.0,True
11,14.0,12.0,11.0,True
12,2.0,5.0,7.0,True
13,,,,False
