day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,154.40877391587082
2,10,3,30.0,42.43306843029681
3,10,4,40.0,118.77654808271751
4,10,4,40.0,91.41650346999651
5,11,5,45.45454545454545,21.217951363843515
6,11,5,45.45454545454545,169.43272012473196
7,11,4,36.36363636363637,201.0983063555414
8,11,5,45.45454545454545,78.3388238253971
9,11,3,27.27272727272727,188.26897944784207
10,11,4,36.36363636363637,97.08887657759169
11,11,3,27.27272727272727,121.12108350999524
12,11,5,45.45454545454545,34.5905485280913
13,11,3,27.27272727272727,8.575541399530747
14,11,1,9.090909090909092,16.686573594697872
15,11,3,27.27272727272727,124.12887352264903
