Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,7.0,13.0,12.0,True
3,5.0,15.0,12.0,True
4,8.0,6.0,11.0,True
5,1.0,5.0,4.0,True
6,3.0,4.0,6.0,True
7,9.0,14.0,12.0,True
8,1.0,7.0,6.0,True
9,3.0,4.0,13.0,True
10,6.0,13.0,14.0,True
11,1.0,9.0,3.0,True
12,6.0,3.0,2.0,True
13,4.0,3.0,2.0,True
