phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.11401329588110921,1.2955476545645475,طبيعي,High
future_forecast,2,10,0.09222790981243938,0.9178282560728337,طبيعي,Medium
future_forecast,3,11,0.0815639305606307,0.9197945222091731,طبيعي,Medium
future_forecast,4,12,0.0868778366799534,1.319926673830505,طبيعي,Medium
future_forecast,5,13,0.06418499094526427,1.1926646741132918,طبيعي,Medium
future_forecast,6,14,0.040287505941501975,0.9585961756628048,طبيعي,Low
future_forecast,7,15,0.025172806011548737,0.7401266722228166,طبيعي,Low
future_forecast,8,1,0.018831834786358692,0.7852492656369069,طبيعي,Low
future_forecast,9,2,0.015951586668703478,1.0719869689446975,طبيعي,Low
future_forecast,10,3,0.009642931395585098,0.971220623998947,طبيعي,Low
