Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,5.0,6.0,7.0,True
3,11.0,4.0,12.0,True
4,8.0,7.0,9.0,True
5,13.0,5.0,10.0,True
6,7.0,6.0,8.0,True
7,1.0,5.0,13.0,True
8,1.0,6.0,7.0,True
9,10.0,7.0,8.0,True
10,2.0,3.0,12.0,True
11,9.0,5.0,1.0,True
12,1.0,2.0,6.0,True
13,1.0,2.0,5.0,True
