Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,7.0,8.0,13.0,True
3,9.0,13.0,4.0,True
4,5.0,6.0,8.0,True
5,11.0,12.0,5.0,True
6,7.0,1.0,2.0,True
7,1.0,7.0,2.0,True
8,13.0,2.0,1.0,True
9,2.0,6.0,1.0,True
10,15.0,2.0,13.0,True
11,15.0,8.0,7.0,True
12,10.0,11.0,1.0,True
13,8.0,2.0,6.0,True
