Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,12.0,15.0,11.0,True
3,7.0,8.0,4.0,True
4,15.0,14.0,6.0,True
5,6.0,2.0,7.0,True
6,15.0,3.0,2.0,True
7,6.0,5.0,9.0,True
8,8.0,9.0,1.0,True
9,13.0,5.0,4.0,True
10,7.0,12.0,14.0,True
11,4.0,12.0,2.0,True
12,1.0,13.0,2.0,True
13,2.0,6.0,8.0,True
