phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.08191188797936018,0.8582478136451471,طبيعي,High
future_forecast,2,10,0.07485606788091057,0.7583909304130291,طبيعي,Medium
future_forecast,3,11,0.08647721854699798,0.9845052738477219,طبيعي,Medium
future_forecast,4,12,0.08971773063936327,1.0311439374568236,طبيعي,Medium
future_forecast,5,13,0.0987404032864011,0.8566148631882499,طبيعي,Medium
future_forecast,6,14,0.10193004244467839,1.0564319775209092,طبيعي,Low
future_forecast,7,15,0.10111622693914359,0.4723017180587222,طبيعي,Low
future_forecast,8,1,0.1184271725061179,1.3234423348067432,طبيعي,Low
future_forecast,9,2,0.11169641519380566,1.260710391067995,طبيعي,Low
future_forecast,10,3,0.11576991162455284,1.276170779196244,طبيعي,Low
