day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,48.73323837185632
2,10,1,10.0,83.23108384458078
3,10,2,20.0,101.70161265708623
4,10,4,40.0,118.96377895270257
5,11,6,54.54545454545454,206.39523412280607
6,11,6,54.54545454545454,287.2046888936595
7,11,4,36.36363636363637,166.77442622852467
8,11,2,18.181818181818183,350.68647108654415
9,11,2,18.181818181818183,159.79203786928167
10,11,3,27.27272727272727,32.35660963371214
11,11,2,18.181818181818183,33.72938843555093
12,11,7,63.63636363636363,124.54843717724965
13,11,2,18.181818181818183,112.9114115364426
14,11,5,45.45454545454545,175.29878209978227
15,11,3,27.27272727272727,159.05377793396553
