day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,89.51935843883848
2,10,2,20.0,73.25173512423682
3,10,6,60.0,48.716617700391595
4,10,5,50.0,48.92592725594425
5,11,5,45.45454545454545,47.38037511828173
6,11,5,45.45454545454545,118.06431429739052
7,11,6,54.54545454545454,14.363312493758349
8,11,3,27.27272727272727,57.81707456929376
9,11,3,27.27272727272727,42.46843677797841
10,11,4,36.36363636363637,48.39086965099008
11,11,7,63.63636363636363,59.171165903393394
12,11,3,27.27272727272727,65.05977927965134
13,11,4,36.36363636363637,35.12592347048623
14,11,4,36.36363636363637,55.174858135897075
15,11,4,36.36363636363637,36.54902182129008
