Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,15.0,13.0,14.0,True
3,7.0,9.0,14.0,True
4,15.0,9.0,4.0,True
5,4.0,8.0,7.0,True
6,8.0,12.0,10.0,True
7,11.0,8.0,9.0,True
8,7.0,8.0,1.0,True
9,10.0,9.0,4.0,True
10,12.0,1.0,11.0,True
11,11.0,12.0,13.0,True
12,10.0,11.0,2.0,True
13,4.0,7.0,5.0,True
