phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.1488563844492114,1.0514750988783728,طبيعي,High
future_forecast,2,10,0.0873965742289211,0.9709273716437786,طبيعي,Medium
future_forecast,3,11,0.14410158458851544,0.7799960834116321,طبيعي,Medium
future_forecast,4,12,0.1409579152865325,0.8300599885491391,طبيعي,Medium
future_forecast,5,13,0.10987706286106229,1.0772652869810597,طبيعي,Medium
future_forecast,6,14,0.08393491860066274,1.2063510885633444,طبيعي,Low
future_forecast,7,15,0.1301570362474372,0.5091980231548111,طبيعي,Low
future_forecast,8,1,0.10043532759434023,1.3332272974197663,طبيعي,Low
future_forecast,9,2,0.10678050933452461,1.3046066566103083,طبيعي,Low
future_forecast,10,3,0.23171711396301387,0.9345708791441028,طبيعي,Low
