day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,70.08462480968748
2,10,4,40.0,68.58546229856927
3,10,1,10.0,34.42644695213766
4,10,6,60.0,26.449047879400677
5,11,3,27.27272727272727,69.02072645124137
6,11,3,27.27272727272727,81.48809059848993
7,11,4,36.36363636363637,78.53766493397751
8,11,7,63.63636363636363,59.04291509708292
9,11,5,45.45454545454545,59.96259229986627
10,11,5,45.45454545454545,91.9951748857372
11,11,4,36.36363636363637,62.286353900728116
12,11,6,54.54545454545454,49.97443415330531
13,11,5,45.45454545454545,58.49784237774039
14,11,5,45.45454545454545,53.862346714346415
15,11,3,27.27272727272727,21.13268756167676
