day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,147.945444071209
2,10,4,40.0,49.207048696767
3,10,4,40.0,42.03156623888546
4,10,3,30.0,61.40084526070871
5,11,3,27.27272727272727,87.14553589992322
6,11,3,27.27272727272727,25.923100090813744
7,11,3,27.27272727272727,50.06210443556279
8,11,3,27.27272727272727,56.31674080634584
9,11,3,27.27272727272727,14.600942919495163
10,11,4,36.36363636363637,294.03919222218553
11,11,5,45.45454545454545,106.31145314440342
12,11,5,45.45454545454545,70.20791941598988
13,11,3,27.27272727272727,64.28773281118147
14,11,3,27.27272727272727,11.420796217138843
15,11,3,27.27272727272727,76.75226802386328
