DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,0.7315804994834995,0.7246216723737988,2,15.384615384615385,1,7.6923076923076925,0,0.0
2,11,0.40309193728522996,0.1745445565670285,1,7.6923076923076925,1,7.6923076923076925,0,0.0
3,11,0.5766465960558276,0.20671122441948597,2,15.384615384615385,2,15.384615384615385,1,7.6923076923076925
4,11,1.125951812511109,0.9257950530035336,3,23.076923076923077,3,23.076923076923077,3,23.076923076923077
5,12,1.5942648246475744,0.6882383055536478,4,30.76923076923077,3,23.076923076923077,3,23.076923076923077
6,12,2.170431778729539,0.93991468746629,5,38.46153846153847,5,38.46153846153847,4,30.76923076923077
7,12,1.3252796792577466,0.9968245226639021,5,38.46153846153847,4,30.76923076923077,2,15.384615384615385
8,12,1.0298952027202495,0.40460527596218976,2,15.384615384615385,2,15.384615384615385,2,15.384615384615385
9,11,0.72401342854257,0.34822922755406804,2,16.666666666666664,2,16.666666666666664,2,16.666666666666664
10,11,0.6496125474245306,0.6068217610589478,2,16.666666666666664,0,0.0,0,0.0
11,11,0.5413589156479723,0.2920852732173487,2,16.666666666666664,0,0.0,0,0.0
12,11,1.5057984149457504,1.2764266412335081,6,50.0,5,41.66666666666667,4,33.33333333333333
13,11,0.6649094920459031,0.2572321895312022,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
14,11,1.5149501537271923,0.8558548805466663,4,33.33333333333333,4,33.33333333333333,2,16.666666666666664
15,11,0.956860809548403,0.3308586781936745,3,25.0,1,8.333333333333332,1,8.333333333333332
