day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,1,10.0,402.0145044319098
2,10,1,10.0,14.220445459737308
3,10,4,40.0,116.43624548981721
4,10,4,40.0,117.61978442914135
5,11,2,18.181818181818183,267.60301919230517
6,11,1,9.090909090909092,95.65543071161049
7,11,5,45.45454545454545,195.8730092117735
8,11,3,27.27272727272727,253.08287683385961
9,11,5,45.45454545454545,428.10212724419614
10,11,4,36.36363636363637,147.342897095904
11,11,2,18.181818181818183,107.55521759846054
12,11,3,27.27272727272727,218.47733750958295
13,11,3,27.27272727272727,177.64177310194592
14,11,2,18.181818181818183,109.14970168418705
15,11,1,9.090909090909092,54.164205552274055
