phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.1370996136196028,0.8623494961073295,طبيعي,High
future_forecast,2,10,0.07340891904810667,1.0880506207017762,طبيعي,Medium
future_forecast,3,11,0.09479870183975725,1.4598966744489816,طبيعي,Medium
future_forecast,4,12,0.08486410263619044,0.7827906743903612,طبيعي,Medium
future_forecast,5,13,0.09187265871128618,0.972897736147198,طبيعي,Medium
future_forecast,6,14,0.11117831623273543,0.7798213815145676,طبيعي,Low
future_forecast,7,15,0.10028535526025674,0.7722272191261577,طبيعي,Low
future_forecast,8,1,0.11291852531334816,0.9156509334021973,طبيعي,Low
future_forecast,9,2,0.10426673407254358,0.9002284658034572,طبيعي,Low
future_forecast,10,3,0.11173610431090031,0.8534933147527664,طبيعي,Low
