phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.061673375413220835,0.8496999709365969,طبيعي,High
future_forecast,2,10,0.0652526091071999,0.640979838327928,طبيعي,Medium
future_forecast,3,11,0.09908283326875804,0.7130713523785549,طبيعي,Medium
future_forecast,4,12,0.1239685361302602,0.9874214224232873,طبيعي,Medium
future_forecast,5,13,0.20065142769566183,1.1747569866987013,طبيعي,Medium
future_forecast,6,14,0.1800734576307642,1.0539093728210913,طبيعي,Low
future_forecast,7,15,0.199771973595585,0.8080142344486052,طبيعي,Low
future_forecast,8,1,0.20789764720557652,1.1344506215798995,طبيعي,Low
future_forecast,9,2,0.23726315220458946,1.1973957113014508,طبيعي,Low
future_forecast,10,3,0.15925829802366193,1.0456359670732427,طبيعي,Low
