day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,1,10.0,178.41181326116788
2,10,4,40.0,109.09950002450749
3,10,3,30.0,131.87263533121342
4,10,3,30.0,163.61136635572163
5,11,4,36.36363636363637,86.77641372658992
6,11,3,27.27272727272727,165.66691772444247
7,11,5,45.45454545454545,116.79042534875232
8,11,6,54.54545454545454,77.87465359418219
9,11,4,36.36363636363637,39.68616148472745
10,11,5,45.45454545454545,66.35750816622343
11,11,5,45.45454545454545,186.98316026784573
12,11,3,27.27272727272727,116.91480273929936
13,11,3,27.27272727272727,30.41004723552413
14,11,1,9.090909090909092,12.351615646258484
15,11,2,18.181818181818183,48.064321902262165
