day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,109.09469454625072
2,10,1,10.0,14.570188185860067
3,10,3,30.0,204.89891459042437
4,10,2,20.0,101.90911682298513
5,11,2,18.181818181818183,8.765499305777935
6,11,6,54.54545454545454,76.20519113571291
7,11,3,27.27272727272727,33.63840237707567
8,11,2,18.181818181818183,44.884746584415
9,11,4,36.36363636363637,124.86901043096307
10,11,3,27.27272727272727,45.36022017512192
11,11,4,36.36363636363637,31.20583293242839
12,11,4,36.36363636363637,97.62241042377359
13,11,7,63.63636363636363,40.5128261463098
14,11,3,27.27272727272727,123.28272490128045
15,11,3,27.27272727272727,41.736474689023176
