DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,1.0578247997519215,0.7025834054518109,4,30.76923076923077,2,15.384615384615385,1,7.6923076923076925
2,11,1.156951015503305,1.0054402366239177,1,7.6923076923076925,1,7.6923076923076925,1,7.6923076923076925
3,11,1.3361910315104175,1.0022256528309024,4,30.76923076923077,4,30.76923076923077,3,23.076923076923077
4,11,2.3561714339568276,1.0259469005690065,3,23.076923076923077,3,23.076923076923077,2,15.384615384615385
5,12,0.9770687469007407,0.9689144565673354,2,15.384615384615385,1,7.6923076923076925,1,7.6923076923076925
6,12,0.8834588772407086,0.8295649078534126,2,15.384615384615385,1,7.6923076923076925,0,0.0
7,11,0.9326392745066096,0.8089784317575722,1,8.333333333333332,1,8.333333333333332,1,8.333333333333332
8,11,0.7588582165174145,0.6417103097687219,1,8.333333333333332,1,8.333333333333332,0,0.0
9,11,1.1524993952192435,1.032924029400322,5,41.66666666666667,2,16.666666666666664,1,8.333333333333332
10,11,0.698722319797082,0.5919298330272755,1,8.333333333333332,1,8.333333333333332,0,0.0
11,11,0.9916864075756533,0.8674836456681986,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
12,11,0.8617596523994755,0.7181295367649684,2,16.666666666666664,2,16.666666666666664,0,0.0
13,11,0.9651032655288055,0.9262765206821607,3,25.0,2,16.666666666666664,0,0.0
14,11,1.0583882721759539,1.038887325661611,5,41.66666666666667,3,25.0,1,8.333333333333332
15,11,0.6765693617181772,0.6023162946895801,2,16.666666666666664,2,16.666666666666664,0,0.0
