Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,8.0,7.0,15.0,True
3,12.0,15.0,1.0,True
4,4.0,9.0,11.0,True
5,6.0,4.0,5.0,True
6,9.0,3.0,5.0,True
7,4.0,3.0,6.0,True
8,12.0,1.0,13.0,True
9,10.0,8.0,7.0,True
10,15.0,12.0,10.0,True
11,6.0,7.0,4.0,True
12,1.0,2.0,14.0,True
13,3.0,2.0,4.0,True
