day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,25.212854815045002
2,10,3,30.0,49.99919830540413
3,10,3,30.0,8.329367559031168
4,10,7,70.0,18.985258064698034
5,11,1,9.090909090909092,4.68013584265452
6,11,6,54.54545454545454,35.47747631042687
7,11,6,54.54545454545454,46.241626323419666
8,11,7,63.63636363636363,51.142559159983726
9,11,4,36.36363636363637,19.478059844514306
10,11,2,18.181818181818183,138.33013380349274
11,11,3,27.27272727272727,87.00159022657796
12,11,4,36.36363636363637,17.56945745461929
13,11,4,36.36363636363637,56.90292581841332
14,11,5,45.45454545454545,63.004282804434524
15,11,2,18.181818181818183,23.657924704337162
