Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,13.0,15.0,5.0,True
3,5.0,15.0,11.0,True
4,6.0,5.0,11.0,True
5,11.0,9.0,10.0,True
6,1.0,2.0,3.0,True
7,5.0,1.0,7.0,True
8,11.0,1.0,6.0,True
9,6.0,10.0,7.0,True
10,9.0,15.0,13.0,True
11,5.0,8.0,10.0,True
12,4.0,11.0,3.0,True
13,2.0,3.0,1.0,True
