day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,92.35157500559805
2,10,5,50.0,47.8769264869484
3,10,2,20.0,128.38183561376687
4,10,6,60.0,94.81815224379643
5,11,5,45.45454545454545,61.643265363951265
6,11,4,36.36363636363637,106.62480072900703
7,11,4,36.36363636363637,51.452103750927414
8,11,2,18.181818181818183,75.65991391343537
9,11,6,54.54545454545454,33.976496493406586
10,11,5,45.45454545454545,85.47363692953748
11,11,5,45.45454545454545,64.06233277526053
12,11,6,54.54545454545454,44.68852919332198
13,11,3,27.27272727272727,153.54769113894602
14,11,3,27.27272727272727,110.86011754474005
15,11,4,36.36363636363637,55.53079269300313
