day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,182.11196994659417
2,10,6,60.0,21.696242339217164
3,10,5,50.0,76.06010400007395
4,10,4,40.0,76.23803568607084
5,11,5,45.45454545454545,62.50194610567873
6,11,1,9.090909090909092,103.11281988360723
7,11,6,54.54545454545454,21.072139357173693
8,11,4,36.36363636363637,67.09667686059663
9,11,3,27.27272727272727,58.23493647727588
10,11,4,36.36363636363637,60.278474249276044
11,11,3,27.27272727272727,107.59128982088612
12,11,2,18.181818181818183,27.955718078477673
13,11,4,36.36363636363637,84.70406004764865
14,11,3,27.27272727272727,103.44143336636525
15,11,5,45.45454545454545,111.0074047313542
