DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,1.0555360161418863,0.6825945364551693,2,15.384615384615385,2,15.384615384615385,2,15.384615384615385
2,11,1.0281682253117537,0.9028962642931566,2,15.384615384615385,2,15.384615384615385,1,7.6923076923076925
3,11,0.7820310296509493,0.6703243632678589,1,7.6923076923076925,1,7.6923076923076925,1,7.6923076923076925
4,11,1.173521792439628,0.9990347107056141,4,30.76923076923077,4,30.76923076923077,4,30.76923076923077
5,12,1.2533286877784902,0.8364649721674768,4,30.76923076923077,3,23.076923076923077,2,15.384615384615385
6,12,2.0031522248740274,1.1578222349321186,5,38.46153846153847,5,38.46153846153847,4,30.76923076923077
7,12,1.2378243531256132,0.7257537810546117,3,23.076923076923077,3,23.076923076923077,3,23.076923076923077
8,12,1.0827694061920805,0.8157180184795836,4,30.76923076923077,3,23.076923076923077,2,15.384615384615385
9,11,0.8601304384807552,0.8690336327890134,3,25.0,1,8.333333333333332,1,8.333333333333332
10,11,1.0204869301870145,0.5338858434393928,3,25.0,3,25.0,1,8.333333333333332
11,11,1.1156503710019896,0.7575784786816216,4,33.33333333333333,3,25.0,1,8.333333333333332
12,11,1.101532994599524,0.7515479648185659,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
13,11,0.8785422768986483,0.7519940183360525,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
14,11,0.5566372810912883,0.49343238535181744,0,0.0,0,0.0,0,0.0
15,11,0.541919650960259,0.3773996002602956,1,8.333333333333332,1,8.333333333333332,0,0.0
