day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,39.29544717557593
2,10,6,60.0,88.85632646238231
3,10,4,40.0,33.88334277962897
4,10,7,70.0,18.259531780985004
5,11,2,18.181818181818183,18.848919335836847
6,11,4,36.36363636363637,46.80720127395354
7,11,8,72.72727272727273,65.9330516549413
8,11,7,63.63636363636363,34.66512358439151
9,11,3,27.27272727272727,48.5878800715038
10,11,2,18.181818181818183,192.92861220256412
11,11,5,45.45454545454545,41.11624963840947
12,11,6,54.54545454545454,33.303076714418985
13,11,1,9.090909090909092,38.51078257680869
14,11,4,36.36363636363637,32.12764366194403
15,11,2,18.181818181818183,48.148249496909266
