Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,5.0,15.0,8.0,True
3,12.0,15.0,13.0,True
4,15.0,1.0,7.0,True
5,14.0,1.0,10.0,True
6,1.0,6.0,4.0,True
7,6.0,7.0,11.0,True
8,11.0,14.0,3.0,True
9,10.0,9.0,6.0,True
10,12.0,7.0,6.0,True
11,13.0,6.0,12.0,True
12,7.0,4.0,6.0,True
13,,,,False
