day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,2,22.22222222222222,289.4248525306726
2,9,3,33.33333333333333,48.82330426483089
3,9,1,11.11111111111111,670.0007583225904
4,9,2,22.22222222222222,717.276675842763
5,10,4,40.0,389.01374677052877
6,10,3,30.0,218.8425246640878
7,10,0,0.0,0.0
8,10,2,20.0,237.98362838183934
9,10,2,20.0,42.32956898924287
10,10,2,20.0,121.22228498510404
11,10,2,20.0,284.47321906631083
12,10,4,40.0,341.9028619096677
13,10,3,30.0,142.14668719811291
14,10,2,20.0,125.47828879468263
15,10,4,40.0,177.06580038674628
