day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,237.83160071013413
2,10,4,40.0,217.01441972808067
3,10,4,40.0,139.55494346371
4,10,4,40.0,182.64660434551746
5,11,3,27.27272727272727,183.65019502095788
6,11,1,9.090909090909092,178.74550277352523
7,11,5,45.45454545454545,77.48742659982973
8,11,4,36.36363636363637,70.31819930125582
9,11,4,36.36363636363637,37.9055439316758
10,11,5,45.45454545454545,293.13199815640576
11,11,0,0.0,0.0
12,11,3,27.27272727272727,109.9113576950488
13,11,3,27.27272727272727,297.0817632354508
14,11,5,45.45454545454545,301.4425773574433
15,11,6,54.54545454545454,162.48955139506788
