day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,3,33.33333333333333,125.83973199986762
2,9,1,11.11111111111111,85.28327959451458
3,9,4,44.44444444444444,105.99940505065277
4,9,3,33.33333333333333,322.1923929497877
5,10,3,30.0,581.2196004797377
6,10,3,30.0,146.95270305939616
7,10,0,0.0,0.0
8,10,4,40.0,125.27657396368717
9,10,3,30.0,217.61828633937333
10,10,3,30.0,45.491409853129575
11,10,4,40.0,206.27148759016097
12,10,2,20.0,176.1782682235907
13,10,3,30.0,107.9877056511039
14,10,2,20.0,61.89714116958447
15,10,3,30.0,271.4866359250783
