day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,43.04123512091229
2,10,4,40.0,88.25107305499309
3,10,5,50.0,22.399187617765318
4,10,2,20.0,29.450285942407316
5,11,4,36.36363636363637,32.731761217717235
6,11,6,54.54545454545454,60.40716338531933
7,11,6,54.54545454545454,16.101210123296344
8,11,5,45.45454545454545,159.54226269972142
9,11,5,45.45454545454545,46.79232089380215
10,11,4,36.36363636363637,101.77976192402998
11,11,4,36.36363636363637,109.99898602220465
12,11,4,36.36363636363637,93.80423722655348
13,11,1,9.090909090909092,91.52255441694193
14,11,4,36.36363636363637,16.736500950791786
15,11,1,9.090909090909092,10.275803866103029
