DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,10,1.4253552707427881,0.7649286978409351,3,25.0,3,25.0,2,16.666666666666664
2,10,0.6340760133953245,0.7121659470798469,1,8.333333333333332,0,0.0,0,0.0
3,10,0.5502569914673685,0.16908436013691497,2,16.666666666666664,2,16.666666666666664,0,0.0
4,10,1.473405034135463,0.660332347809206,3,25.0,3,25.0,3,25.0
5,11,0.7279647538705483,0.3861798824888264,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
6,10,1.24920076959636,0.6825974120323477,4,36.36363636363637,2,18.181818181818183,2,18.181818181818183
7,10,0.722109312149682,0.4477399745966162,2,18.181818181818183,2,18.181818181818183,1,9.090909090909092
8,10,0.7899843191833791,0.27275817878701564,2,18.181818181818183,2,18.181818181818183,1,9.090909090909092
9,10,0.7302455434354446,0.1886605454222422,2,18.181818181818183,2,18.181818181818183,2,18.181818181818183
10,10,1.3615777377443687,0.6864321499796712,4,36.36363636363637,4,36.36363636363637,3,27.27272727272727
11,10,1.0994020070050117,0.7794630587266894,5,45.45454545454545,4,36.36363636363637,1,9.090909090909092
12,10,0.8159982719080847,0.5356693351152413,3,27.27272727272727,3,27.27272727272727,1,9.090909090909092
13,10,0.6927390927261915,0.45321319703745383,3,27.27272727272727,2,18.181818181818183,0,0.0
14,10,0.7423270073626302,0.7709803658393848,1,9.090909090909092,1,9.090909090909092,1,9.090909090909092
15,10,1.1990919964035767,0.4914168224471045,3,27.27272727272727,3,27.27272727272727,3,27.27272727272727
