day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,110.70877359048814
2,10,2,20.0,17.527957692694585
3,10,6,60.0,90.6467773807387
4,10,6,60.0,48.95840143168709
5,11,3,27.27272727272727,41.949497820307464
6,11,5,45.45454545454545,129.5130643961345
7,11,4,36.36363636363637,45.54423575748964
8,11,5,45.45454545454545,43.94203577320638
9,11,4,36.36363636363637,85.50533475922796
10,11,2,18.181818181818183,14.436867325752589
11,11,4,36.36363636363637,34.41421425051024
12,11,3,27.27272727272727,47.0482085566908
13,11,5,45.45454545454545,44.92694115417762
14,11,4,36.36363636363637,44.94803426310156
15,11,2,18.181818181818183,18.151686980971782
