day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,274.6424116501551
2,10,1,10.0,158.47445104471433
3,10,2,20.0,149.68844563236883
4,10,3,30.0,36.866205724198224
5,11,2,18.181818181818183,26.728542274659915
6,11,2,18.181818181818183,99.54701654833354
7,11,4,36.36363636363637,259.94834128471496
8,11,5,45.45454545454545,181.0152783831928
9,11,7,63.63636363636363,178.24646911845284
10,11,5,45.45454545454545,134.13160324389247
11,11,3,27.27272727272727,61.428564323654875
12,11,4,36.36363636363637,115.62981320594824
13,11,3,27.27272727272727,89.0766244122563
14,11,5,45.45454545454545,133.43393191495372
15,11,5,45.45454545454545,166.76938033369066
