DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,1.4802285282347492,0.5686599436945956,3,23.076923076923077,2,15.384615384615385,2,15.384615384615385
2,11,0.7116889026170948,0.3061086685773449,3,23.076923076923077,2,15.384615384615385,1,7.6923076923076925
3,11,0.7623032017811124,0.5648367168557192,3,23.076923076923077,2,15.384615384615385,1,7.6923076923076925
4,11,0.796386787252522,0.5538491391746392,1,7.6923076923076925,1,7.6923076923076925,1,7.6923076923076925
5,12,1.9789227132579026,1.304603625073803,6,46.15384615384615,6,46.15384615384615,4,30.76923076923077
6,12,1.0906958715068895,0.8001047633831431,5,38.46153846153847,3,23.076923076923077,2,15.384615384615385
7,12,1.3161191870561284,0.7563866133940184,5,38.46153846153847,4,30.76923076923077,2,15.384615384615385
8,12,1.1901941131764013,0.7035256885446357,3,23.076923076923077,3,23.076923076923077,2,15.384615384615385
9,11,1.4536333856026744,0.6345961146846818,3,25.0,3,25.0,3,25.0
10,11,1.042602980942746,0.4560471926035326,4,33.33333333333333,4,33.33333333333333,3,25.0
11,11,1.1636061691572408,0.7030008003596137,3,25.0,3,25.0,3,25.0
12,11,0.3940252228545049,0.0847260172417445,1,8.333333333333332,1,8.333333333333332,0,0.0
13,11,1.0089091059515445,0.5912842954849191,3,25.0,2,16.666666666666664,1,8.333333333333332
14,11,1.0656240689736463,1.095958813299585,5,41.66666666666667,3,25.0,2,16.666666666666664
15,11,1.5428709730016832,1.0639179529679892,5,41.66666666666667,4,33.33333333333333,4,33.33333333333333
