DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,1.080430139383438,0.7836400558761973,3,23.076923076923077,2,15.384615384615385,1,7.6923076923076925
2,11,1.2000408790982047,1.0091093747222075,3,23.076923076923077,2,15.384615384615385,1,7.6923076923076925
3,11,1.573223252485591,1.0220225195569224,5,38.46153846153847,5,38.46153846153847,3,23.076923076923077
4,11,0.8946894662676056,0.7226319031231812,2,15.384615384615385,2,15.384615384615385,0,0.0
5,12,1.135176859895187,0.9645959690705196,4,30.76923076923077,3,23.076923076923077,3,23.076923076923077
6,12,0.8552821297233825,0.5151476977104286,2,15.384615384615385,1,7.6923076923076925,1,7.6923076923076925
7,12,0.8457782301875613,0.5509844519162891,2,15.384615384615385,1,7.6923076923076925,1,7.6923076923076925
8,12,2.0341856528640263,0.7379655730719437,4,30.76923076923077,3,23.076923076923077,3,23.076923076923077
9,11,0.9038412265591481,0.8406946415055995,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
10,11,0.6603941688632303,0.5939569364132724,1,8.333333333333332,1,8.333333333333332,0,0.0
11,11,0.7450641412608688,0.7041823917194104,1,8.333333333333332,0,0.0,0,0.0
12,11,0.6934543545861924,0.5233073603069144,2,16.666666666666664,0,0.0,0,0.0
13,11,0.6792934095116901,0.49854474555502776,1,8.333333333333332,0,0.0,0,0.0
14,11,0.6038626108089225,0.5635854778690462,1,8.333333333333332,0,0.0,0,0.0
15,11,0.8838839407102075,0.7420617933750343,2,16.666666666666664,2,16.666666666666664,2,16.666666666666664
