Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,9.0,10.0,8.0,True
3,1.0,2.0,6.0,True
4,14.0,12.0,13.0,True
5,4.0,5.0,8.0,True
6,9.0,15.0,8.0,True
7,3.0,2.0,1.0,True
8,8.0,7.0,6.0,True
9,4.0,2.0,10.0,True
10,10.0,4.0,1.0,True
11,2.0,11.0,8.0,True
12,7.0,9.0,8.0,True
13,,,,False
