Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,13.0,5.0,11.0,True
3,14.0,6.0,5.0,True
4,13.0,15.0,8.0,True
5,9.0,10.0,5.0,True
6,8.0,15.0,3.0,True
7,4.0,2.0,15.0,True
8,13.0,10.0,7.0,True
9,1.0,12.0,10.0,True
10,9.0,11.0,15.0,True
11,14.0,15.0,7.0,True
12,10.0,8.0,7.0,True
