date,open,high,low,close,volume,prev_close,daily_return,volume_sma20,relative_volume,close_strength,range,range_percent,liquidity,liquidity_strength,money_flow,volume_change,relvol_zscore,sign_daily_return,bls_v1_sign,bls_v2_tanh_return,bls_v3_additive,NextDayReturn,Return3Days,Return5Days,Return7Days,strong_bullish_liquidity,extreme_bullish_liquidity,exceeds_daily_limit
2025-12-07,1.89,1.93,1.88,1.88,1163659.0,1.88,0.0,,,0.0,0.050000000000000044,0.02659574468085109,1163659.0,,2187678.92,-0.48567671673653756,0.0,0.0,0.0,0.0,0.0,0.03191489361702131,0.09574468085106393,0.07446808510638304,0.07446808510638304,False,False,False
2025-12-08,1.88,2.0,1.87,1.94,3740201.0,1.88,0.03191489361702131,,,0.5384615384615377,0.1299999999999999,0.06914893617021271,3740201.0,,7255989.9399999995,2.214172708671527,0.0,1.0,0.0,0.0,0.26923076923076883,0.01546391752577321,0.041237113402061897,0.05670103092783499,0.04639175257731951,False,False,False
2025-12-09,1.93,1.97,1.91,1.97,1444571.0,1.94,0.01546391752577321,,,1.0,0.06000000000000005,0.03092783505154642,1444571.0,,2845804.87,-0.6137718267012923,0.0,1.0,0.0,0.0,0.5,0.0456852791878173,0.0253807106598985,0.0253807106598985,0.020304568527918686,False,False,False
2025-12-10,1.99,2.07,1.97,2.06,2476824.0,1.97,0.0456852791878173,,,0.900000000000002,0.09999999999999987,0.050761421319796884,2476824.0,,5102257.44,0.7145740846244317,0.0,1.0,0.0,0.0,0.450000000000001,-0.019417475728155355,-0.004854368932038947,-0.014563106796116625,-0.014563106796116625,False,False,False
2025-12-11,2.04,2.07,2.02,2.02,1161875.0,2.06,-0.019417475728155355,,,0.0,0.04999999999999982,0.024271844660194088,1161875.0,,2346987.5,-0.5309012671065849,0.0,-1.0,-0.0,-0.0,0.0,0.0,0.0,-0.004950495049505065,-0.014851485148514865,False,False,False
2025-12-14,2.0,2.05,1.98,2.02,1112812.0,2.02,0.0,,,0.5714285714285733,0.06999999999999984,0.03465346534653457,1112812.0,,2247880.24,-0.04222743410435714,0.0,0.0,0.0,0.0,0.28571428571428664,0.014851485148514755,0.004950495049504845,0.004950495049504845,-0.014851485148514865,False,False,False
2025-12-15,1.98,2.12,1.98,2.05,3484713.0,2.02,0.014851485148514755,,,0.4999999999999984,0.14000000000000012,0.06930693069306937,3484713.0,,7143661.649999999,2.1314480792802377,0.0,1.0,0.0,0.0,0.2499999999999992,-0.01463414634146332,-0.019512195121951237,-0.02926829268292675,-0.03902439024390237,False,False,False
2025-12-16,2.05,2.06,2.01,2.02,1242487.0,2.05,-0.01463414634146332,,,0.20000000000000356,0.050000000000000266,0.024390243902439157,1242487.0,,2509823.74,-0.6434463899896491,0.0,-1.0,-0.0,-0.0,0.10000000000000178,0.004950495049504845,0.004950495049504845,-0.014851485148514865,0.03960396039603964,False,False,False
2025-12-17,2.02,2.04,2.0,2.03,683272.0,2.02,0.004950495049504845,,,0.7499999999999944,0.040000000000000036,0.01980198019801982,683272.0,,1387042.16,-0.45007714366427976,0.0,1.0,0.0,0.0,0.3749999999999972,-0.009852216748768483,-0.019704433497536856,-0.029556650246305338,0.08374384236453221,False,False,False
2025-12-18,2.03,2.05,2.0,2.01,489576.0,2.03,-0.009852216748768483,1587075.6,0.30847679845875015,0.19999999999999646,0.04999999999999982,0.024630541871921097,489576.0,0.061695359691748934,984047.7599999999,-0.2834830053038907,0.0,-1.0,-0.0,-0.0,0.09999999999999823,0.009950248756218916,-0.009950248756218805,0.04477611940298523,0.0845771144278609,False,False,False
2025-12-21,2.01,2.06,2.01,2.03,469166.0,2.01,0.009950248756218916,1596286.9,0.2939108251781055,0.39999999999999825,0.050000000000000266,0.0248756218905474,469166.0,0.11756433007124169,952406.9799999999,-0.04168913508832128,0.0,1.0,0.0,0.0,0.19999999999999912,-0.019704433497536856,-0.029556650246305338,0.08374384236453221,0.019704433497536967,False,False,False
2025-12-22,2.02,2.04,1.98,1.99,991959.0,2.03,-0.019704433497536856,1617841.7,0.6131372432791169,0.16666666666666666,0.06000000000000005,0.02955665024630545,991959.0,0.10218954054651948,1973998.41,1.1143028267180486,0.0,-1.0,-0.0,-0.0,0.08333333333333333,0.0,0.05527638190954779,0.09547738693467345,0.1356783919597989,False,False,False
2025-12-23,2.0,2.01,1.98,1.99,655833.0,1.99,0.0,1602641.7,0.409219977241326,0.3333333333333358,0.029999999999999805,0.015075376884422013,655833.0,0.13640665908044303,1305107.67,-0.33885069846636806,0.0,0.0,0.0,0.0,0.1666666666666679,-0.010050251256281416,0.10552763819095487,0.04020100502512555,0.17085427135678397,False,False,False
2025-12-24,2.0,2.01,1.95,1.97,1265949.0,1.99,-0.010050251256281416,1589473.55,0.796458047383047,0.3333333333333346,0.05999999999999983,0.030150753768844137,1265949.0,0.26548601579435,2493919.53,0.9302917053579189,0.0,-1.0,-0.0,-0.0,0.1666666666666673,0.0659898477157361,0.1065989847715737,0.14720812182741108,0.2994923857868021,False,False,False
2025-12-25,1.99,2.14,1.97,2.1,4541378.0,1.97,0.0659898477157361,1787893.45,2.5400719489184325,0.7647058823529411,0.17000000000000015,0.0862944162436549,4541378.0,1.9424079609376248,9536893.8,2.5873309272332454,0.0,1.0,0.0,0.0,0.38235294117647056,0.04761904761904766,-0.014285714285714403,0.10952380952380951,0.23809523809523808,True,False,False
2025-12-28,2.11,2.26,2.09,2.2,9931369.0,2.1,0.04761904761904766,2171736.7,4.573007860483271,0.6470588235294139,0.16999999999999993,0.08095238095238091,9931369.0,2.9590050861950674,21849011.8,1.186862445715816,0.0,1.0,0.0,0.0,0.32352941176470695,-0.009090909090909097,0.027272727272727094,0.16363636363636358,0.1772727272727271,False,False,False
2025-12-29,2.2,2.3,2.16,2.18,9598704.0,2.2,-0.009090909090909097,2586132.45,3.7116057222823216,0.14285714285714332,0.13999999999999968,0.06363636363636349,9598704.0,0.5302293888974763,20925174.720000003,-0.03349638906781127,0.0,-1.0,-0.0,-0.0,0.07142857142857166,-0.05045871559633042,0.06880733944954123,0.19266055045871555,0.21559633027522923,False,False,False
2025-12-30,2.17,2.18,2.06,2.07,5305004.0,2.18,-0.05045871559633042,2770885.8,1.9145516570910286,0.08333333333333148,0.1200000000000001,0.05504587155963307,5305004.0,0.15954597142424884,10981358.28,-0.4473208049753383,0.0,-1.0,-0.0,-0.0,0.04166666666666574,0.09178743961352655,0.23671497584541074,0.25120772946859904,0.2077294685990339,False,False,False
2025-12-31,2.1,2.26,2.1,2.26,8509558.0,2.07,0.09178743961352655,3026570.75,2.8116170751997123,1.0,0.1599999999999997,0.07729468599033802,8509558.0,2.8116170751997123,19231601.08,0.604062504005652,0.0,1.0,0.0,0.0,0.5,0.030973451327433756,0.15044247787610635,0.172566371681416,0.2168141592920355,True,True,False
2026-01-01,2.26,2.37,2.23,2.33,9555532.0,2.26,0.030973451327433756,3391222.1,2.817725208856123,0.7142857142857143,0.14000000000000012,0.06194690265486732,9555532.0,2.012660863468659,22264389.560000002,0.12291754753889683,0.0,1.0,0.0,0.0,0.35714285714285715,0.09871244635193133,0.11158798283261794,0.0729613733905579,0.22317596566523606,False,False,False
2026-01-04,2.34,2.56,2.32,2.56,29576965.0,2.33,0.09871244635193133,4811887.4,6.146645285174379,1.0,0.2400000000000002,0.10300429184549365,29576965.0,6.146645285174379,75717030.4,2.0952714092737064,0.0,1.0,0.0,0.0,0.5,0.015625000000000014,0.035156249999999944,0.07421874999999997,0.16406249999999997,True,True,False
2026-01-05,2.6,2.74,2.57,2.6,32438309.0,2.56,0.015625000000000014,6246792.8,5.192794132694781,0.17647058823529518,0.17000000000000037,0.06640625000000014,32438309.0,0.9163754351814374,84339603.4,0.0967423128099858,0.0,1.0,0.0,0.0,0.08823529411764759,-0.003846153846153935,-0.03846153846153849,0.09615384615384615,0.03461538461538456,False,False,False
2026-01-06,2.6,2.7,2.54,2.59,19987771.0,2.6,-0.003846153846153935,7173952.8,2.786158699009004,0.3124999999999986,0.16000000000000014,0.06153846153846159,19987771.0,0.8706745934403098,51768326.89,-0.3838220420182815,0.0,-1.0,-0.0,-0.0,0.1562499999999993,0.02316602316602319,0.06177606177606183,0.15057915057915064,0.054054054054054106,False,False,False
2026-01-07,2.65,2.67,2.58,2.65,13714411.0,2.59,0.02316602316602319,7735832.15,1.7728423696473299,0.7777777777777772,0.08999999999999986,0.034749034749034693,13714411.0,1.378877398614589,36343189.15,-0.3138599096417505,0.0,1.0,0.0,0.0,0.3888888888888886,-0.05660377358490563,0.07547169811320761,0.015094339622641523,0.015094339622641523,True,False,False
2026-01-08,2.66,2.72,2.5,2.5,13142831.0,2.65,-0.05660377358490563,8334879.95,1.576847066645513,0.0,0.2200000000000002,0.08301886792452838,13142831.0,0.0,32857077.5,-0.04167732759358023,0.0,-1.0,-0.0,-0.0,0.0,0.1,0.192,0.092,0.03599999999999994,False,False,False
2026-01-11,2.5,2.75,2.45,2.75,14487314.0,2.5,0.1,9003605.05,1.609057029883824,1.0,0.2999999999999998,0.11999999999999993,14487314.0,1.609057029883824,39840113.5,0.10229782304893065,0.0,1.0,0.0,0.0,0.5,0.0363636363636364,-0.021818181818181837,-0.021818181818181837,-0.05818181818181823,True,False,False
2026-01-12,2.83,2.98,2.76,2.85,31000819.0,2.75,0.0363636363636364,10379410.35,2.9867610928399224,0.4090909090909101,0.2200000000000002,0.08000000000000007,31000819.0,1.221856810707244,88352334.15,1.1398596730905397,0.0,1.0,0.0,0.0,0.20454545454545506,0.04561403508771926,-0.04210526315789477,-0.09122807017543867,-0.11578947368421055,False,False,False
2026-01-13,2.88,2.98,2.76,2.98,23538405.0,2.85,0.04561403508771926,11494206.25,2.047849541589703,1.0,0.2200000000000002,0.07719298245614041,23538405.0,2.047849541589703,70144446.9,-0.24071667267887342,0.0,1.0,0.0,0.0,0.5,-0.09731543624161075,-0.09731543624161075,-0.13087248322147654,-0.15436241610738255,True,True,False
2026-01-14,2.97,2.97,2.69,2.69,33964990.0,2.98,-0.09731543624161075,13158292.15,2.5812612771331422,0.0,0.28000000000000025,0.09395973154362425,33964990.0,0.0,91365823.1,0.44296055743794027,0.12777633973507369,-1.0,-0.0,-0.0,0.06354272935843461,0.014869888475836444,-0.037174721189591114,-0.06319702602230481,-0.026022304832713696,False,False,False
2026-01-15,2.67,2.77,2.62,2.73,15046108.0,2.69,0.014869888475836444,13886118.75,1.0835358872327085,0.733333333333333,0.1499999999999999,0.05576208178438659,15046108.0,0.7945929839706525,41075874.839999996,-0.5570112636570774,-0.8443899276220437,1.0,-0.619219280256165,-0.09140451473292548,0.022603035097592428,-0.014652014652014666,-0.05128205128205133,-0.07692307692307691,-0.06593406593406599,False,False,False
2026-01-18,2.75,2.78,2.68,2.69,13213470.0,2.73,-0.014652014652014666,14523333.95,0.9098096928357142,0.09999999999999823,0.09999999999999964,0.0366300366300365,13213470.0,0.09098096928356982,35544234.3,-0.12180146520282853,-0.9983959924214297,-1.0,0.09983959924214121,0.014524721515903432,-0.3304598452893257,-0.037174721189591114,-0.06319702602230481,-0.026022304832713696,-0.05576208178438659,False,False,False
2026-01-19,2.68,2.69,2.57,2.59,11064697.0,2.69,-0.037174721189591114,15026970.85,0.7363225170560572,0.16666666666666666,0.1200000000000001,0.04460966542750933,11064697.0,0.12272041950934287,28657565.229999997,-0.16261988713032993,-1.1207669693703095,-1.0,0.18679449489505157,0.06640899853439881,-0.32058443077843995,0.0,-0.027027027027026966,-0.015444015444015458,-0.01930501930501924,False,False,False
2026-01-20,2.61,2.7,2.58,2.59,22857172.0,2.59,0.0,16137037.8,1.4164416222660146,0.08333333333333148,0.1200000000000001,0.04633204633204638,22857172.0,0.11803680185549859,59200075.48,1.0657747790111198,-0.735477655216162,0.0,-0.0,-0.0,-0.27153587842091426,-0.027027027027026966,0.01158301158301168,-0.01930501930501924,-0.030888030888030917,False,False,False
2026-01-21,2.59,2.65,2.51,2.52,10230679.0,2.59,-0.027027027027026966,16585274.3,0.6168531683554971,0.07142857142857302,0.14000000000000012,0.054054054054054106,10230679.0,0.0440609405968222,25781311.080000002,-0.5524083644293354,-1.2620437696779438,-1.0,0.09014598354842657,0.023787389009810107,-0.39009900286592875,0.0,0.011904761904761828,0.007936507936507943,-0.03571428571428566,False,False,False
2026-01-22,2.52,2.56,2.48,2.52,15248419.0,2.52,0.0,17120626.35,0.8906460948492109,0.5,0.08000000000000007,0.03174603174603177,15248419.0,0.44532304742460543,38426015.88,0.49046011511063936,-0.9938773287283834,0.0,-0.0,-0.0,-0.12950538856463018,0.039682539682539715,0.007936507936507943,-0.00396825396825406,-0.03571428571428566,False,False,False
2026-01-25,2.54,2.7,2.53,2.62,15339920.0,2.52,0.039682539682539715,17391053.9,0.8820581022982168,0.5294117647058829,0.17000000000000037,0.06746031746031761,15339920.0,0.46697193651082114,40190590.4,0.006000687677850447,-0.9103732034386314,1.0,-0.4819622841733936,-0.18181033241618194,-0.0959497834885561,-0.026717557251908504,-0.030534351145038195,-0.07251908396946563,-0.045801526717557293,False,False,False
2026-01-26,2.63,2.64,2.53,2.55,7651535.0,2.62,-0.026717557251908504,17293695.45,0.4424464986169281,0.18181818181818146,0.11000000000000032,0.0419847328244276,7651535.0,0.08044481793035041,19511414.25,-0.5012011144777808,-1.0919650183378506,-1.0,0.19853909424324517,0.05181766104172315,-0.3078880214127646,-0.003921568627450897,-0.015686274509803935,-0.04705882352941163,0.01960784313725501,False,False,False
2026-01-27,2.56,2.59,2.53,2.54,6103413.0,2.55,-0.003921568627450897,17333615.9,0.35211424062996577,0.16666666666667038,0.06000000000000005,0.023529411764705906,6103413.0,0.058685706771662266,15502669.02,-0.20232829098997784,-1.065339944639339,-1.0,0.1775566574398938,0.006959438968905486,-0.3105162018917641,0.0,-0.04330708661417318,-0.015748031496063006,0.007874015748031503,False,False,False
2026-01-28,2.54,2.65,2.53,2.54,9860973.0,2.54,0.0,17401186.65,0.566683939339275,0.08333333333333519,0.1200000000000001,0.04724409448818902,9860973.0,0.0472236616116073,25046871.42,0.6156489819712347,-0.8418234074148893,0.0,-0.0,-0.0,-0.30172015919152795,-0.011811023622047341,-0.04330708661417318,0.02362204724409451,0.007874015748031503,False,False,False
2026-01-29,2.55,2.57,2.51,2.51,3635470.0,2.54,-0.011811023622047341,17105183.55,0.2125361583740503,0.0,0.06000000000000005,0.02362204724409451,3635470.0,0.0,9125029.7,-0.6313274562256685,-0.9703777726436883,-1.0,0.0,0.0,-0.3744351245727297,-0.031872509960159216,-0.003984063745019836,0.01992031872509971,0.0159362549800797,False,False,False
2026-02-01,2.53,2.56,2.42,2.43,4978798.0,2.51,-0.031872509960159216,15875275.2,0.3136196341339645,0.07142857142857302,0.14000000000000012,0.05577689243027894,4978798.0,0.02240140243814082,12098479.14,0.3695060061009994,-0.934672307498125,-1.0,0.06676230767843899,0.0205864042511485,-0.3306681400329479,0.0,0.06995884773662549,0.053497942386831226,0.04115226337448545,False,False,False
2026-02-02,2.43,2.47,2.41,2.43,5902088.0,2.43,0.0,14548464.15,0.4056846096706366,0.3333333333333333,0.06000000000000005,0.024691358024691377,5902088.0,0.1352282032235455,14342073.840000002,0.18544435825675198,-0.9379688409869057,0.0,-0.0,-0.0,-0.2004771563691323,0.02880658436213985,0.053497942386831226,0.049382716049382575,0.01646090534979425,False,False,False
2026-02-03,2.46,2.54,2.43,2.5,10985418.0,2.43,0.02880658436213985,14098346.5,0.7791990358585669,0.6363636363636356,0.10999999999999988,0.0452674897119341,10985418.0,0.4958539319099965,27463545.0,0.8612765516203758,-0.42499305471010335,1.0,-0.2704501257246109,-0.07582167867046252,0.11761758958207641,0.040000000000000036,0.02400000000000002,0.011999999999999922,-0.016000000000000014,False,False,False
2026-02-04,2.53,2.65,2.5,2.6,16503377.0,2.5,0.040000000000000036,14237794.8,1.1591245155464664,0.6666666666666676,0.1499999999999999,0.05999999999999996,16503377.0,0.7727496770309787,42908780.2,0.5022985015226549,0.10606647299211411,1.0,0.07071098199474284,0.02686656422895045,0.3861685843777012,-0.015384615384615398,-0.019230769230769332,-0.049999999999999954,-0.049999999999999954,False,False,False
2026-02-05,2.6,2.61,2.53,2.56,6820941.0,2.6,-0.015384615384615398,13921700.3,0.4899502828688245,0.3750000000000028,0.08000000000000007,0.030769230769230795,6820941.0,0.18373135607581056,17461608.96,-0.586694226278658,-0.7009661466589682,-1.0,0.262862304997115,0.04012429054837192,-0.11499033529364655,0.0,-0.011718750000000097,-0.039062500000000035,-0.019531250000000104,False,False,False
2026-02-08,2.58,2.64,2.56,2.56,4063870.0,2.56,0.0,13400528.1,0.3032619289086077,0.0,0.08000000000000007,0.03125000000000003,4063870.0,0.0,10403507.200000001,-0.4042068389097633,-0.8567073295594881,0.0,-0.0,-0.0,-0.3472786568585702,-0.00390625000000009,-0.035156249999999944,-0.035156249999999944,-0.035156249999999944,False,False,False
2026-02-09,2.56,2.57,2.52,2.55,4140167.0,2.56,-0.00390625000000009,12057495.5,0.3433687368989688,0.5999999999999982,0.04999999999999982,0.01953124999999993,4140167.0,0.20602124213938067,10557425.85,0.01877446867148791,-0.7938318517944621,-1.0,0.47629911107667583,0.01859597658564738,-0.03028714859231857,-0.007843137254901968,-0.03529411764705877,-0.015686274509803935,-0.02352941176470573,False,False,False
2026-02-10,2.56,2.56,2.52,2.53,2447408.0,2.55,-0.007843137254901968,11002945.65,0.22243207208789584,0.24999999999999445,0.040000000000000036,0.015686274509803935,2447408.0,0.055608018021972724,6191942.239999999,-0.40886249274485786,-0.9325068771849032,-1.0,0.2331267192962206,0.018247048454870688,-0.24088027234471487,-0.02371541501976269,-0.02371541501976269,-0.02371541501976269,-0.007905138339920957,False,False,False
2026-02-11,2.53,2.53,2.45,2.47,4782069.0,2.53,-0.02371541501976269,9543799.6,0.5010655294983353,0.2500000000000014,0.07999999999999963,0.03162055335968365,4782069.0,0.1252663823745845,11811710.430000002,0.9539320783457437,-0.3846525869496763,-1.0,0.0961631467374196,0.02238735082368659,-0.05837056973501803,-0.00404858299595151,0.0161943319838055,0.008097165991902841,0.040485829959514025,False,False,False
2026-02-12,2.47,2.49,2.46,2.46,1803284.0,2.47,-0.00404858299595151,8881658.4,0.20303460443828822,0.0,0.03000000000000025,0.01214574898785435,1803284.0,0.0,4436078.64,-0.6229071558775082,-1.1504165683014742,-1.0,0.0,0.0,-0.4089460154969761,0.004065040650406598,0.004065040650406598,0.020325203252032447,0.012195121951219613,False,False,False
2026-02-15,2.46,2.52,2.46,2.47,2850218.0,2.46,0.004065040650406598,8363495.8,0.34079266232189653,0.16666666666667038,0.06000000000000005,0.024390243902439046,2850218.0,0.05679877705365069,7040038.460000001,0.5805707808642455,-0.662203201809075,1.0,-0.11036720030151495,-0.004484001957714109,-0.2065805497611527,0.0161943319838055,0.008097165991902841,0.040485829959514025,-0.00404858299595151,False,False,False
2026-02-16,2.48,2.54,2.43,2.51,3933443.0,2.47,0.0161943319838055,8006933.1,0.4912546353109907,0.7272727272727247,0.10999999999999988,0.044534412955465535,3933443.0,0.35727609840799196,9872941.93,0.38004987688661007,-0.169370014350458,1.0,-0.12317819225487812,-0.019775313470492776,0.2797519352228185,-0.01593625498007952,0.0,-0.007968127490039672,-0.039840637450199064,False,False,False
2026-02-17,2.53,2.55,2.47,2.47,4138308.0,2.51,-0.01593625498007952,7070989.9,0.5852515784246842,0.0,0.07999999999999963,0.031872509960159216,4138308.0,0.0,10221620.760000002,0.052082869892864814,0.3137065456372252,-1.0,-0.0,-0.0,0.15190265733991465,0.008097165991902841,0.040485829959514025,-0.00404858299595151,-0.09311740890688258,False,False,False
2026-02-18,2.48,2.53,2.46,2.49,2829396.0,2.47,0.008097165991902841,6700925.75,0.4222395689132953,0.4285714285714331,0.06999999999999984,0.028340080971659853,2829396.0,0.18095981524855703,7045196.040000001,-0.3162915858365303,-0.2868623042855061,1.0,-0.12294098755093247,-0.009933036963420802,0.07466355009867431,0.008032128514056052,0.0,-0.032128514056224924,-0.08835341365461855,False,False,False
2026-02-19,2.48,2.56,2.48,2.51,8920176.0,2.49,0.008032128514056052,6384513.6,1.3971582737328652,0.3749999999999972,0.08000000000000007,0.032128514056224924,8920176.0,0.5239343526498206,22389641.759999998,2.152678522200498,2.7879595343591546,1.0,1.0454848253846751,0.08379456177438646,0.6837263021828799,0.023904382470119546,-0.019920318725099532,-0.10756972111553768,-0.1115537848605577,False,False,False
2026-02-23,2.5,2.62,2.49,2.57,9959600.0,2.51,0.023904382470119546,6115497.6,1.6285837476250502,0.615384615384613,0.1299999999999999,0.051792828685258925,9959600.0,1.002205383153873,25596172.0,0.11652505511102018,2.718413493538441,1.0,1.6728698421774957,0.39244254934014594,0.8033579021734417,-0.03112840466926056,-0.062256809338521284,-0.11673151750972756,-0.12062256809338524,False,False,False
2026-02-24,2.57,2.6,2.49,2.49,4234109.0,2.57,-0.03112840466926056,5944626.3,0.7122582289150792,0.0,0.10999999999999988,0.042801556420233415,4234109.0,0.0,10542931.41,-0.5748715811879995,0.35704511687378404,-1.0,-0.0,-0.0,0.17130432120240086,-0.012048192771084437,-0.1004016064257028,-0.104417670682731,-0.09638554216867477,False,False,False
2026-02-25,2.5,2.54,2.41,2.46,3975670.0,2.49,-0.012048192771084437,5838239.15,0.6809707341296561,0.3846153846153836,0.1299999999999999,0.05220883534136542,3975670.0,0.2619118208190978,9780148.2,-0.061037398895493755,0.23766690037833008,-1.0,-0.09141034629935747,-0.010960313067826544,0.3089531083457739,-0.020325203252032447,-0.07723577235772355,-0.08130081300813015,-0.06910569105691054,False,False,False
2026-02-26,2.46,2.5,2.39,2.41,4680523.0,2.46,-0.020325203252032447,5579216.65,0.8389211772229709,0.18181818181818218,0.10999999999999988,0.0447154471544715,4680523.0,0.15253112313144956,11280060.430000002,0.17729162631707363,0.6003108739313423,-1.0,-0.10914743162388064,-0.021883912416003164,0.35954446142977775,-0.0705394190871369,-0.07468879668049799,-0.06639004149377599,-0.062240663900415084,False,False,False
2026-03-01,2.27,2.38,2.23,2.24,5393890.0,2.41,-0.0705394190871369,5667137.65,0.9517838339430488,0.06666666666666825,0.1499999999999999,0.0622406639004149,5393890.0,0.06345225559620475,12082313.600000001,0.15241181380798685,0.7998201832884811,-1.0,-0.05332134555256667,-0.032407675377917784,0.36530144873443793,0.013392857142857054,0.008928571428571237,0.02232142857142849,0.017857142857142672,False,False,False
2026-03-02,2.25,2.31,2.21,2.27,3379911.0,2.24,0.013392857142857054,5587193.3,0.6049389771426021,0.6,0.10000000000000009,0.04464285714285718,3379911.0,0.3629633862855613,7672397.97,-0.37338154838159476,-0.12521863876079894,1.0,-0.07513118325647937,-0.01000247907176813,0.2377158731404131,-0.017621145374449355,-0.008810572687224677,-0.004405286343612437,-0.013215859030836918,False,False,False
2026-03-03,2.24,2.31,2.22,2.23,3120366.0,2.27,-0.017621145374449355,5448107.2,0.5727431354507855,0.11111111111110891,0.08999999999999986,0.039647577092510954,3120366.0,0.06363812616119713,6958416.18,-0.07679048353640083,-0.23306781487603742,-1.0,0.025896423875114757,0.004516595500596923,-0.05891314935443104,0.01345291479820619,0.02690582959641258,0.02242152466367705,-0.0044843049327353305,False,False,False
2026-03-04,2.22,2.3,2.22,2.26,3858747.0,2.23,0.01345291479820619,5091773.65,0.757839461304412,0.4999999999999972,0.07999999999999963,0.03587443946188324,3858747.0,0.3789197306522039,8720768.219999999,0.23663281807326442,0.2564573789442785,1.0,0.12822868947213853,0.017147177207493914,0.37548951279969933,-0.004424778761061853,0.0,-0.008849557522123706,-0.017699115044247607,False,False,False
2026-03-05,2.25,2.3,2.24,2.25,3938154.0,2.26,-0.004424778761061853,4463512.5,0.8822993102405337,0.1666666666666642,0.05999999999999961,0.02654867256637151,3938154.0,0.14704988504008676,8860846.5,0.02057844165476519,0.6445984263317502,-1.0,-0.10743307105529011,-0.004750575783613689,0.36734455046840503,0.017777777777777795,0.013333333333333246,-0.013333333333333246,0.008888888888888898,False,False,False
2026-03-08,2.26,2.33,2.26,2.29,5332653.0,2.25,0.017777777777777795,4389098.1,1.214976944807864,0.4285714285714304,0.07000000000000028,0.03111111111111124,5332653.0,0.5207044049176582,12211775.370000001,0.3540996619228196,1.3827717118302052,1.0,0.5926164479272333,0.10425798672925539,0.6550709192202249,-0.013100436681222816,-0.0218340611353711,-0.03056768558951958,-0.01746724890829696,False,False,False
