case,horizon,n,mean_pct,median_pct,win_rate_pct,std_pct,sharpe_like,max_pct,min_pct,ttest_p,mannwhitney_p,cohens_d,reliable
CaseA_HighVol_StrongClose_Uptrend,NextDayReturn,10,-0.6326315847403229,0.7812500000000007,50.0,4.65592172289905,-0.1358767656313623,4.761904761904765,-9.731543624161075,0.6835094713242964,0.684068618750865,-0.2599059675581924,True
CaseA_HighVol_StrongClose_Uptrend,Return3Days,10,0.7960896416379939,-1.1326957561267248,40.0,6.820265546143024,0.11672414164111192,15.044247787610635,-9.731543624161075,0.7291530472915365,0.8955205767009905,0.2018328133104028,True
CaseA_HighVol_StrongClose_Uptrend,Return5Days,10,0.9016903398913417,-0.0821031025499328,50.0,9.016390521968175,0.10000568827341709,17.2566371681416,-13.087248322147655,0.8349834189750276,0.9283945009201876,0.12508543728095287,True
CaseA_HighVol_StrongClose_Uptrend,Return7Days,10,2.5422588348916464,-2.735554260897205,40.0,13.319685754290939,0.19086477577540875,23.809523809523807,-15.436241610738255,0.666229271364274,0.4958419065452653,0.28964537691233816,True
CaseA_HighVol_StrongClose_Uptrend,Return10Days,10,0.08758497024260983,-4.03727653100038,30.0,11.136846649528156,0.007864431737175857,19.047619047619044,-14.765100671140937,0.711714602086463,0.15065592708242134,-0.17946101759071048,True
CaseB_HighVol_StrongClose_Breakout,NextDayReturn,7,-0.5034690917308627,1.5625000000000013,57.14285714285714,5.390106823367904,-0.09340614355696197,4.761904761904765,-9.731543624161075,,,,False
CaseB_HighVol_StrongClose_Breakout,Return3Days,7,1.596829682439872,-1.4285714285714404,42.857142857142854,7.977294258253233,0.20017184157244886,15.044247787610635,-9.731543624161075,,,,False
CaseB_HighVol_StrongClose_Breakout,Return5Days,7,2.160746976112731,1.5094339622641524,57.14285714285714,10.519603488726018,0.20540194109297266,17.2566371681416,-13.087248322147655,,,,False
CaseB_HighVol_StrongClose_Breakout,Return7Days,7,5.171402759955784,1.5094339622641524,57.14285714285714,15.431442138684291,0.33512115805378034,23.809523809523807,-15.436241610738255,,,,False
CaseB_HighVol_StrongClose_Breakout,Return10Days,7,1.658771685936589,-4.727272727272724,42.857142857142854,13.208515257931916,0.12558350833114806,19.047619047619044,-14.765100671140937,,,,False
CaseC_HighVol_StrongClose_AlreadyExtended,NextDayReturn,9,-0.8904532844981554,0.0,44.44444444444444,4.86204665251589,-0.18314371459956807,4.761904761904765,-9.731543624161075,0.6029836270650198,0.9911215355436167,-0.36732658998553114,True
CaseC_HighVol_StrongClose_AlreadyExtended,Return3Days,9,0.6501324194477485,-1.4285714285714404,33.33333333333333,7.2173998357727145,0.09007848175812523,15.044247787610635,-9.731543624161075,0.8010617228656655,0.6362988302682007,0.16344935383822362,True
CaseC_HighVol_StrongClose_AlreadyExtended,Return5Days,9,0.814348853981472,-1.673640167364018,44.44444444444444,9.558838280861153,0.08519328709765635,17.2566371681416,-13.087248322147655,0.8730747754523893,0.7726703568681448,0.10701561838993129,True
CaseC_HighVol_StrongClose_AlreadyExtended,Return7Days,9,3.2466729670385397,-1.673640167364018,44.44444444444444,13.928694855748354,0.23309240389444255,23.809523809523807,-15.436241610738255,0.5934206153115882,0.7288769265704883,0.39773405015207874,True
CaseC_HighVol_StrongClose_AlreadyExtended,Return10Days,9,0.2379636096929154,-4.727272727272724,33.33333333333333,11.801636239774632,0.020163611626234944,19.047619047619044,-14.765100671140937,0.768471458723069,0.17849699378480233,-0.15912232554238254,True
CaseD_HighVol_WeakClose,NextDayReturn,18,1.6239088598041063,1.0460251046025066,55.55555555555556,3.6810111334044575,0.44115836680510156,10.0,-5.045871559633042,0.08144770846268173,0.0261834149264732,0.6837632446360844,True
CaseD_HighVol_WeakClose,Return3Days,18,3.1509785099697054,0.4228802345957162,55.55555555555556,7.838578448037988,0.40198341202522525,23.671497584541072,-4.210526315789477,0.11155933455500282,0.32153502138927226,0.7405053276953316,True
CaseD_HighVol_WeakClose,Return5Days,18,3.497631139616755,1.0739260739260796,55.55555555555556,9.320556469371304,0.3752599054692149,25.120772946859905,-9.122807017543867,0.16669906898850587,0.2850417768632614,0.6109487695382658,True
CaseD_HighVol_WeakClose,Return7Days,18,2.987979810999715,1.9341769341769406,61.111111111111114,8.212925331147142,0.363814315913471,21.559633027522924,-11.578947368421055,0.2564003205204052,0.15587528456174665,0.38063834527115326,True
CaseD_HighVol_WeakClose,Return10Days,16,4.350330751282125,0.2164502164502118,50.0,13.878222843381474,0.3134645408404577,43.961352657004845,-10.526315789473694,0.42220147524406393,0.862266482549375,0.3557551499859977,True
