date,open,high,low,close,volume,prev_close,daily_return,close_strength,volume_sma20,relative_volume20,close_sma20,close_sma50,trend20,trend50,price_position20,breakout20,previous_return5,previous_return10,NextDayReturn,Return3Days,Return5Days,Return7Days,Return10Days,case_a_uptrend,case_b_breakout,case_c_extended,case_d_weak_close,normal_day,trend_strength,z_relative_volume20,z_close_strength,z_trend_strength,breakout_factor,model_a,model_b,model_c,model_d_contextual_score,split
2025-12-10,1.99,2.07,1.97,2.06,2476824.0,1.97,0.0456852791878173,0.900000000000002,,,,,,,,,0.11956521739130432,0.051020408163265356,-0.019417475728155355,-0.004854368932038947,-0.014563106796116625,-0.014563106796116625,-0.04368932038834955,False,False,False,False,True,,,1.6469011809387575,,1.0,,,,,Training
2025-12-11,2.04,2.07,2.02,2.02,1161875.0,2.06,-0.019417475728155355,0.0,,,,,,,,,0.07446808510638304,0.03061224489795921,0.0,0.0,-0.004950495049505065,-0.014851485148514865,0.03960396039603964,False,False,False,False,True,,,-1.3609817370737924,,1.0,,,,,Training
2025-12-14,2.0,2.05,1.98,2.02,1112812.0,2.02,0.0,0.5714285714285733,,,,,,,,,0.07446808510638304,0.07446808510638304,0.014851485148514755,0.004950495049504845,0.004950495049504845,-0.014851485148514865,0.08910891089108919,False,False,False,False,True,,,0.5487851949976698,,1.0,,,,,Training
2025-12-15,1.98,2.12,1.98,2.05,3484713.0,2.02,0.014851485148514755,0.4999999999999984,,,,,,,,,0.05670103092783499,0.10810810810810796,-0.01463414634146332,-0.019512195121951237,-0.02926829268292675,-0.03902439024390237,0.06341463414634163,False,False,False,False,True,,,0.3100643284887261,,1.0,,,,,Training
2025-12-16,2.05,2.06,2.01,2.02,1242487.0,2.05,-0.01463414634146332,0.20000000000000356,,,,,,,,,0.0253807106598985,0.1222222222222222,0.004950495049504845,0.004950495049504845,-0.014851485148514865,0.03960396039603964,0.024752475247524663,False,False,False,False,True,,,-0.6925633108487709,,1.0,,,,,Training
2025-12-17,2.02,2.04,2.0,2.03,683272.0,2.02,0.004950495049504845,0.7499999999999944,,,,,,,,,-0.014563106796116625,0.10326086956521724,-0.009852216748768483,-0.019704433497536856,-0.029556650246305338,0.08374384236453221,0.11330049261083744,False,False,False,False,True,,,1.145587361269975,,1.0,,,,,Training
2025-12-18,2.03,2.05,2.0,2.01,489576.0,2.03,-0.009852216748768483,0.19999999999999646,1587075.6,0.30847679845875015,1.9555,,0.027870109946305174,,0.6857142857142848,,-0.004950495049505065,0.06914893617021271,0.009950248756218916,-0.009950248756218805,0.04477611940298523,0.0845771144278609,0.15920398009950265,False,False,False,False,True,,-0.722268847686189,-0.6925633108487946,,1.0,-0.722268847686189,0.5002169044764908,,,Training
2025-12-21,2.01,2.06,2.01,2.03,469166.0,2.01,0.009950248756218916,0.39999999999999825,1596286.9,0.2939108251781055,1.957,,0.03730199284619302,,0.7428571428571421,0.0,0.004950495049504845,0.07978723404255315,-0.019704433497536856,-0.029556650246305338,0.08374384236453221,0.019704433497536967,0.26108374384236466,False,False,False,False,True,,-0.7349092534896403,-0.02414488462377912,,1.0,-0.7349092534896403,0.017744299134455008,,,Training
2025-12-22,2.02,2.04,1.98,1.99,991959.0,2.03,-0.019704433497536856,0.16666666666666666,1617841.7,0.6131372432791169,1.957,,0.016862544711292754,,0.6285714285714283,0.0,-0.02926829268292675,0.025773195876288683,0.0,0.05527638190954779,0.09547738693467345,0.1356783919597989,0.30653266331658297,False,False,False,False,True,,-0.4578833802278149,-0.8039663818862844,,1.0,-0.4578833802278149,0.36812284452761823,,,Training
2025-12-23,2.0,2.01,1.98,1.99,655833.0,1.99,0.0,0.3333333333333358,1602641.7,0.409219977241326,1.959,,0.015824400204185764,,0.6285714285714283,0.0,-0.014851485148514865,0.0101522842639594,-0.010050251256281416,0.10552763819095487,0.04020100502512555,0.17085427135678397,0.30150753768844213,False,False,False,False,True,,-0.6348435423388592,-0.24695102669876814,,1.0,-0.6348435423388592,0.15677526457366417,,,Training
2025-12-24,2.0,2.01,1.95,1.97,1265949.0,1.99,-0.010050251256281416,0.3333333333333346,1589473.55,0.796458047383047,1.9594999999999998,,0.005358509823934768,,0.5714285714285712,0.0,-0.029556650246305338,-0.04368932038834955,0.0659898477157361,0.1065989847715737,0.14720812182741108,0.2994923857868021,0.34517766497461927,False,False,False,False,True,,-0.29879690440900675,-0.24695102669877225,,1.0,-0.29879690440900675,0.07378820231821913,,,Training
2025-12-25,1.99,2.14,1.97,2.1,4541378.0,1.97,0.0659898477157361,0.7647058823529411,1787893.45,2.5400719489184325,1.9665,,0.06788710907704051,,0.8918918918918918,1.0,0.04477611940298523,0.03960396039603964,0.04761904761904766,-0.014285714285714403,0.10952380952380951,0.23809523809523808,0.19047619047619044,True,True,True,False,False,,1.2143177261960858,1.1947357749630088,,1.5,1.2143177261960858,1.4507888296581992,,,Training
2025-12-28,2.11,2.26,2.09,2.2,9931369.0,2.1,0.04761904761904766,0.6470588235294139,2171736.7,4.573007860483271,1.9825,,0.10970996216897869,,0.877551020408164,1.0,0.08374384236453221,0.08910891089108919,-0.009090909090909097,0.027272727272727094,0.16363636363636358,0.1772727272727271,0.2499999999999999,False,False,False,False,True,,2.978507073483663,0.8015484654188928,,1.5,2.978507073483663,2.3874177739901477,,,Training
2025-12-29,2.2,2.3,2.16,2.18,9598704.0,2.2,-0.009090909090909097,0.14285714285714332,2586132.45,3.7116057222823216,1.9989999999999999,,0.0905452726363183,,0.773584905660378,0.0,0.09547738693467345,0.06341463414634163,-0.05045871559633042,0.06880733944954123,0.19266055045871555,0.21559633027522923,0.30733944954128434,False,False,False,True,False,,2.2309790932360736,-0.8835400040559269,,1.0,2.2309790932360736,-1.9711592770864885,,,Training
2025-12-30,2.17,2.18,2.06,2.07,5305004.0,2.18,-0.05045871559633042,0.08333333333333148,2770885.8,1.9145516570910286,2.0125,,0.0285714285714284,,0.5660377358490565,0.0,0.04020100502512555,0.024752475247524663,0.09178743961352655,0.23671497584541074,0.25120772946859904,0.2077294685990339,0.43961352657004843,False,False,False,True,False,,0.6714888897943111,-1.0824740594800446,,1.0,0.6714888897943111,-0.7268693044313962,,,Training
2025-12-31,2.1,2.26,2.1,2.26,8509558.0,2.07,0.09178743961352655,1.0,3026570.75,2.8116170751997123,2.0335,,0.11138431276124892,,0.9130434782608694,1.0,0.14720812182741108,0.11330049261083744,0.030973451327433756,0.15044247787610635,0.172566371681416,0.2168141592920355,0.19026548672566382,True,True,True,False,False,,1.4499655970256895,1.9811103940512556,,1.5,1.4499655970256895,2.872541915284328,,,Training
2026-01-01,2.26,2.37,2.23,2.33,9555532.0,2.26,0.030973451327433756,0.7142857142857143,3391222.1,2.817725208856123,2.056,,0.13326848249027237,,0.9199999999999999,1.0,0.10952380952380951,0.15920398009950265,0.09871244635193133,0.11158798283261794,0.0729613733905579,0.22317596566523606,0.17167381974248921,False,False,False,False,True,,1.4552662581371132,1.0262269280155276,,1.5,1.4552662581371132,1.4934334215327014,,,Training
2026-01-04,2.34,2.56,2.32,2.56,29576965.0,2.33,0.09871244635193133,1.0,4811887.4,6.146645285174379,2.09,,0.22488038277511974,,1.0,1.0,0.16363636363636358,0.26108374384236466,0.015625000000000014,0.035156249999999944,0.07421874999999997,0.16406249999999997,0.05078124999999996,True,True,True,False,False,,4.344115485111432,1.9811103940512556,,1.5,4.344115485111432,8.60617234051327,,,Training
2026-01-05,2.6,2.74,2.57,2.6,32438309.0,2.56,0.015625000000000014,0.17647058823529518,6246792.8,5.192794132694781,2.123,,0.22468205369759767,,0.8313253012048192,1.0,0.19266055045871555,0.30653266331658297,-0.003846153846153935,-0.03846153846153849,0.09615384615384615,0.03461538461538456,-0.003846153846153935,False,False,False,True,False,,3.516359906330209,-0.7712007727576039,,1.5,3.516359906330209,-2.711819477055713,,,Training
2026-01-06,2.6,2.7,2.54,2.59,19987771.0,2.6,-0.003846153846153935,0.3124999999999986,7173952.8,2.786158699009004,2.154,,0.20241411327762301,,0.8101265822784807,0.0,0.25120772946859904,0.30150753768844213,0.02316602316602319,0.06177606177606183,0.15057915057915064,0.054054054054054106,0.0,False,False,False,True,False,,1.427872723453342,-0.31657794609721956,,1.0,1.427872723453342,-0.4520330140791022,,,Training
2026-01-07,2.65,2.67,2.58,2.65,13714411.0,2.59,0.02316602316602319,0.7777777777777772,7735832.15,1.7728423696473299,2.1835,,0.21364781314403478,,0.8860759493670882,1.0,0.172566371681416,0.34517766497461927,-0.05660377358490563,0.07547169811320761,0.015094339622641523,0.015094339622641523,-0.04905660377358487,True,True,True,False,False,,0.5485130429426269,1.238423253801243,,1.5,0.5485130429426269,0.6792913073934289,,,Training
2026-01-08,2.66,2.72,2.5,2.5,13142831.0,2.65,-0.05660377358490563,0.0,8334879.95,1.576847066645513,2.2075000000000005,,0.1325028312570779,,0.6962025316455694,0.0,0.0729613733905579,0.19047619047619044,0.1,0.192,0.092,0.03599999999999994,0.008000000000000007,False,False,False,True,False,,0.3784275898266701,-1.3609817370737924,,1.0,0.3784275898266701,-0.5150330385589501,,,Training
