date,open,high,low,close,volume,relative_volume,volume_zscore,high_liquidity_L1,high_liquidity_L2,high_liquidity_L3,session_number,day_in_cycle,cycle_number
2025-12-21,87.8,89.5,87.55,87.8,147353.0,,0.0,False,False,False,1,1,1
2025-12-22,88.55,89.3,87.2,88.15,120767.0,,0.0,False,False,False,2,2,1
2025-12-23,88.15,89.0,87.5,88.1,110065.0,,0.0,False,False,False,3,3,1
2025-12-24,88.15,88.45,86.8,87.1,93013.0,,0.0,False,False,False,4,4,1
2025-12-25,87.4,87.7,86.9,87.0,45199.0,,0.0,False,False,False,5,5,1
2025-12-28,87.0,87.3,84.7,85.8,113335.0,,0.0,False,False,False,6,6,1
2025-12-29,85.85,88.0,85.4,87.9,131336.0,,0.0,False,False,False,7,7,1
2025-12-30,87.9,91.0,86.4,88.5,448469.0,,0.0,False,False,False,8,8,1
2025-12-31,89.8,91.55,89.5,90.5,231647.0,,0.0,False,False,False,9,9,1
2026-01-01,90.6,91.85,90.3,90.6,125871.0,,0.0,False,False,False,10,10,1
2026-01-04,91.05,91.05,89.3,89.6,102847.0,,0.0,False,False,False,11,11,1
2026-01-05,89.6,90.7,87.0,87.05,206357.0,,0.0,False,False,False,12,12,1
2026-01-06,88.0,88.0,86.1,87.3,97474.0,,0.0,False,False,False,13,13,1
2026-01-07,91.0,91.0,87.25,87.5,199992.0,,0.0,False,False,False,14,14,1
2026-01-08,88.0,88.0,86.95,87.8,48809.0,,0.0,False,False,False,15,15,1
2026-01-11,87.9,89.3,87.9,88.8,80466.0,,0.0,False,False,False,16,1,2
2026-01-12,89.0,89.5,88.75,88.9,98896.0,,0.0,False,False,False,17,2,2
2026-01-13,89.0,90.05,88.55,89.8,126722.0,,0.0,False,False,False,18,3,2
2026-01-14,89.9,90.0,88.75,89.15,165620.0,,0.0,False,False,False,19,4,2
2026-01-15,88.85,92.35,88.4,91.9,684280.0,4.050770189769597,3.4574653777788207,True,True,True,20,5,2
2026-01-18,92.0,93.4,91.55,91.95,409589.0,2.250022934809657,1.437424762687288,True,True,True,21,6,2
2026-01-19,91.95,93.0,90.8,92.25,301547.0,1.5781463674011535,0.6914049878643992,True,True,False,22,7,2
2026-01-20,92.6,93.6,91.8,92.6,196881.0,1.0074890938631391,0.009225579933678726,False,False,False,23,8,2
2026-01-21,92.5,95.15,91.8,95.0,291050.0,1.4175478346293224,0.5423028671655491,True,False,False,24,9,2
2026-01-22,94.9,95.3,93.85,94.1,222290.0,1.0378949068957515,0.05285986703870066,False,False,False,25,10,2
2026-01-25,93.8,94.85,93.8,93.9,150606.0,0.6971291320092882,-0.42913160645207465,False,False,False,26,11,2
2026-01-26,94.0,96.5,93.75,95.4,333488.0,1.4746641591314955,0.7003885106284423,True,False,False,27,12,2
2026-01-27,96.0,96.0,94.5,94.5,186594.0,0.8758172327509853,-0.18349409851889262,False,False,False,28,13,2
2026-01-28,94.5,95.7,93.95,95.7,151527.0,0.7248524602083855,-0.3973516437773133,False,False,False,29,14,2
2026-01-29,96.0,96.4,92.85,93.1,266326.0,1.2326024139154308,0.3492288904321703,False,False,False,30,15,2
2026-02-01,93.1,93.8,91.0,91.4,122223.0,0.5631440006616388,-0.6622363906375305,False,False,False,31,1,3
2026-02-02,91.0,92.5,90.55,92.25,100650.0,0.47532130823158275,-0.763483823849361,False,False,False,32,2,3
2026-02-03,96.0,101.4,95.7,98.55,1263498.0,4.678709007538158,3.6244079311750075,True,True,True,33,3,3
2026-02-04,99.0,99.3,97.05,98.65,303713.0,1.1034529113360674,0.10404052937679277,False,False,False,34,4,3
2026-02-05,98.7,99.5,94.8,95.1,325167.0,1.124924820100143,0.1344495087746144,False,False,False,35,5,3
2026-02-08,95.85,97.45,95.55,96.95,171119.0,0.5828516229985221,-0.4610691727505482,False,False,False,36,6,3
2026-02-09,96.85,96.85,94.45,95.1,267254.0,0.8849259222958923,-0.13276369242447902,False,False,False,37,7,3
2026-02-10,95.2,95.65,94.3,95.5,138349.0,0.457218225871402,-0.6283790515523492,False,False,False,38,8,3
2026-02-11,94.8,95.55,93.25,94.3,220686.0,0.722750582666608,-0.3254260203170698,False,False,False,39,9,3
2026-02-12,94.3,94.45,93.0,93.85,124524.0,0.4489712697543086,-0.6187363931314867,False,False,False,40,10,3
2026-02-15,93.3,94.8,93.3,94.0,79047.0,0.3030630078678603,-0.7307967315816828,False,False,False,41,11,3
2026-02-16,94.05,94.1,92.0,92.5,222761.0,0.8671534034431005,-0.13722721506972613,False,False,False,42,12,3
2026-02-17,92.5,93.35,90.9,91.5,239175.0,0.923447219687389,-0.07984286787423234,False,False,False,43,13,3
2026-02-18,91.35,92.55,90.7,92.4,148793.0,0.5907074332197253,-0.4133807530702079,False,False,False,44,14,3
2026-02-19,92.2,92.2,88.5,88.55,289408.0,1.1338421769794873,0.13696228060660762,False,False,False,45,15,3
2026-02-23,89.95,90.15,87.4,88.6,131379.0,0.5166623702902325,-0.4918329298169165,False,False,False,46,1,4
2026-02-24,88.4,89.0,86.6,86.9,121029.0,0.4967103899637652,-0.4888435730136085,False,False,False,47,2,4
2026-02-25,87.0,87.5,85.5,85.65,148159.0,0.6128873929709829,-0.37213577214942084,False,False,False,48,3,4
2026-02-26,85.55,86.3,84.7,86.3,135977.0,0.5643092464637037,-0.4169610620015909,False,False,False,49,4,4
2026-03-01,82.0,85.8,82.0,83.1,146933.0,0.625267562072273,-0.3486569677261983,False,False,False,50,5,4
2026-03-02,83.3,84.6,81.8,81.9,118550.0,0.5048794006862186,-0.4601483321901966,False,False,False,51,6,4
2026-03-03,81.85,82.45,80.5,80.9,155214.0,0.6534315216487554,-0.3274296504236612,False,False,False,52,7,4
2026-03-04,80.9,84.95,80.9,84.85,175795.0,0.9598332747297866,-0.10509412845317458,False,False,False,53,8,4
2026-03-05,85.0,87.4,84.6,85.5,318923.0,1.7341055863099817,1.8896774293047152,True,True,False,54,9,4
2026-03-08,85.4,87.25,85.35,87.1,185145.0,1.0465431770777396,0.13014320501746332,False,False,False,55,10,4
2026-03-09,87.0,87.0,83.4,83.9,152147.0,0.8646563129395826,-0.3750340185592177,False,False,False,56,11,4
2026-03-10,84.5,86.1,84.1,84.6,148661.0,0.8743080377162635,-0.3563899588354715,False,False,False,57,12,4
2026-03-11,85.0,85.0,83.3,83.4,107949.0,0.6405984116928838,-0.9898369804514866,False,False,False,58,13,4
2026-03-12,83.1,84.45,83.05,83.55,115844.0,0.7095212764817191,-0.7778537054181505,False,False,False,59,14,4
2026-03-15,83.55,83.85,81.7,82.6,57939.0,0.362251424584254,-1.571923634606638,False,False,False,60,15,4
2026-03-16,82.6,83.75,82.25,83.6,199473.0,1.2019146470863633,0.5358799123213825,False,False,False,61,1,5
2026-03-24,84.05,84.5,82.75,83.9,154407.0,0.9499338644683011,-0.13315341711946396,False,False,False,62,2,5
2026-03-25,83.3,85.8,83.3,84.55,193620.0,1.2081070836368628,0.5660618228925189,False,False,False,63,3,5
2026-03-26,84.8,86.2,84.55,85.95,244925.0,1.4837298578787614,1.2923664009947051,True,False,False,64,4,5
2026-03-29,86.4,89.3,86.0,87.95,435070.0,2.524238216097465,3.1894133775318836,True,True,True,65,5,5
2026-03-30,88.1,88.4,86.15,86.75,151411.0,0.8733979373962231,-0.2677620070691746,False,False,False,66,6,5
