date,open,high,low,close,volume,relative_volume,volume_zscore,high_liquidity_L1,high_liquidity_L2,high_liquidity_L3,session_number,day_in_cycle,cycle_number
2025-12-21,10.05,10.12,9.95,10.05,45708.0,,0.0,False,False,False,1,1,1
2025-12-22,10.05,10.05,9.88,10.0,18706.0,,0.0,False,False,False,2,2,1
2025-12-23,9.91,10.01,9.9,9.95,28432.0,,0.0,False,False,False,3,3,1
2025-12-24,9.95,10.0,9.88,10.0,38140.0,,0.0,False,False,False,4,4,1
2025-12-25,10.02,10.02,9.89,9.96,3947.0,,0.0,False,False,False,5,5,1
2025-12-28,9.96,9.96,9.21,9.38,45696.0,,0.0,False,False,False,6,6,1
2025-12-29,9.38,9.5,9.07,9.42,130240.0,,0.0,False,False,False,7,7,1
2025-12-30,9.5,9.5,9.2,9.21,106755.0,,0.0,False,False,False,8,8,1
2025-12-31,9.49,9.49,9.2,9.28,133818.0,,0.0,False,False,False,9,9,1
2026-01-01,9.28,9.36,9.27,9.34,69725.0,,0.0,False,False,False,10,10,1
2026-01-04,9.32,9.32,8.97,9.0,177265.0,,0.0,False,False,False,11,11,1
2026-01-05,9.0,9.09,8.97,9.03,89708.0,,0.0,False,False,False,12,12,1
2026-01-06,9.03,9.08,8.78,8.92,160715.0,,0.0,False,False,False,13,13,1
2026-01-07,9.0,9.2,8.9,9.13,81271.0,,0.0,False,False,False,14,14,1
2026-01-08,9.12,9.12,8.95,9.01,37714.0,,0.0,False,False,False,15,15,1
2026-01-11,9.01,9.11,9.0,9.0,39345.0,,0.0,False,False,False,16,1,2
2026-01-12,9.09,9.18,9.0,9.05,50292.0,,0.0,False,False,False,17,2,2
2026-01-13,9.1,9.1,8.96,9.05,88242.0,,0.0,False,False,False,18,3,2
2026-01-14,9.15,9.29,9.0,9.09,112776.0,,0.0,False,False,False,19,4,2
2026-01-15,9.05,9.1,8.9,9.0,92685.0,1.1950257223533052,0.31387358454261277,False,False,False,20,5,2
2026-01-18,9.04,9.21,9.01,9.07,85335.0,1.0728517035693204,0.12167447488282204,False,False,False,21,6,2
2026-01-19,9.08,9.18,9.07,9.1,45306.0,0.560230047229918,-0.7700316823672172,False,False,False,22,7,2
2026-01-20,9.1,9.17,8.9,8.97,58270.0,0.7074843147194254,-0.536987229964602,False,False,False,23,8,2
2026-01-21,9.14,9.69,9.01,9.65,182909.0,2.0413791410111752,1.9098557206745146,True,True,True,24,9,2
2026-01-22,9.55,9.69,9.36,9.52,132547.0,1.3802565221330263,0.8056565991717599,True,False,False,25,10,2
2026-01-25,9.68,9.68,9.52,9.55,44585.0,0.4645473333461839,-1.1321794305146793,False,False,False,26,11,2
2026-01-26,9.6,9.6,9.39,9.42,31623.0,0.3473364065625196,-1.2695046370744643,False,False,False,27,12,2
2026-01-27,9.44,9.55,9.41,9.49,42443.0,0.4832475033787361,-0.9481499977324626,False,False,False,28,13,2
2026-01-28,9.48,9.67,9.43,9.48,53629.0,0.6398172257566132,-0.640085069223527,False,False,False,29,14,2
2026-01-29,9.48,9.5,9.11,9.11,280134.0,2.9694179650772687,2.8924400796077694,True,True,True,30,15,2
2026-02-01,9.19,9.19,8.88,9.03,392843.0,3.737140715344382,3.152203177279555,True,True,True,31,1,3
2026-02-02,8.99,9.25,8.98,9.25,42342.0,0.41208638806893994,-0.654429522429481,False,False,False,32,2,3
2026-02-03,9.26,9.39,9.22,9.34,30662.0,0.31857401193691487,-0.7083529831290811,False,False,False,33,3,3
2026-02-04,9.32,9.32,9.15,9.27,6711.0,0.07253594236467605,-0.906104081154805,False,False,False,34,4,3
2026-02-05,9.26,9.26,9.05,9.1,10307.0,0.11307821343663638,-0.8444985361941513,False,False,False,35,5,3
2026-02-08,9.1,9.2,9.07,9.08,23436.0,0.2593802034999062,-0.6952793566210621,False,False,False,36,6,3
