date,open,high,low,close,volume,relative_volume,volume_zscore,high_liquidity_L1,high_liquidity_L2,high_liquidity_L3,session_number,day_in_cycle,cycle_number
2025-11-17,86.3,86.6,86.3,86.6,4632.0,,0.0,False,False,False,1,1,1
2025-11-18,90.0,90.0,88.9,89.7,3752.0,,0.0,False,False,False,2,2,1
2025-11-19,89.4,89.9,84.0,89.9,2899.0,,0.0,False,False,False,3,3,1
2025-11-20,87.95,95.0,83.0,84.05,37202.0,,0.0,False,False,False,4,4,1
2025-11-23,85.0,89.8,80.0,89.8,15547.0,,0.0,False,False,False,5,5,1
2025-11-24,87.05,87.1,87.0,87.0,1587.0,,0.0,False,False,False,6,6,1
2025-11-25,88.7,90.0,81.9,90.0,29182.0,,0.0,False,False,False,7,7,1
2025-11-26,91.4,93.0,90.0,90.45,4615.0,,0.0,False,False,False,8,8,1
2025-11-27,90.0,90.0,87.35,87.35,2640.0,,0.0,False,False,False,9,9,1
2025-11-30,88.0,89.9,87.9,89.9,5074.0,,0.0,False,False,False,10,10,1
2025-12-01,88.8,92.6,88.8,92.5,11054.0,,0.0,False,False,False,11,11,1
2025-12-02,90.0,92.5,90.0,90.1,2450.0,,0.0,False,False,False,12,12,1
2025-12-03,92.6,94.5,92.6,94.35,9788.0,,0.0,False,False,False,13,13,1
2025-12-04,94.4,97.5,94.05,97.5,8857.0,,0.0,False,False,False,14,14,1
2025-12-07,93.1,96.95,92.0,95.25,5234.0,,0.0,False,False,False,15,15,1
2025-12-08,94.0,95.0,90.35,90.35,5107.0,,0.0,False,False,False,16,1,2
2025-12-09,91.6,94.85,90.0,90.2,6274.0,,0.0,False,False,False,17,2,2
2025-12-10,92.4,92.4,90.55,90.55,2767.0,,0.0,False,False,False,18,3,2
2025-12-11,90.3,94.0,89.5,94.0,10527.0,,0.0,False,False,False,19,4,2
2025-12-14,94.9,96.0,92.05,92.25,3140.0,0.36442133605682187,-0.593718387170642,False,False,False,20,5,2
2025-12-15,92.1,92.1,90.0,92.0,2702.0,0.3171398725337152,-0.6270830191445251,False,False,False,21,6,2
2025-12-16,92.0,97.5,91.75,91.75,8236.0,0.9418922473439233,-0.05516607354934874,False,False,False,22,7,2
2025-12-17,92.65,93.0,92.65,93.0,150.0,0.01742838386596411,-0.9071686710068028,False,False,False,23,8,2
2025-12-18,95.0,97.95,91.2,97.95,3086.0,0.44719128802973546,-0.5858275934199095,False,False,False,24,9,2
2025-12-21,93.0,93.0,93.0,93.0,236.0,0.03846592668655159,-0.930538750326431,False,False,False,25,10,2
2025-12-22,94.0,97.9,93.5,97.5,3526.0,0.5657667776485218,-0.43086296568684535,False,False,False,26,11,2
2025-12-23,94.0,97.9,93.5,97.5,1.0,0.00020950305874465767,-1.405223795594571,False,False,False,27,12,2
2025-12-24,93.3,95.2,91.85,91.85,6286.0,1.2942811550934268,0.41883260059710664,True,False,False,28,13,2
2025-12-25,93.0,94.95,90.2,94.95,474.0,0.09982204719434763,-1.214602568019888,False,False,False,29,14,2
2025-12-28,94.9,94.9,94.9,94.9,403.0,0.08926000575871006,-1.1268341828191923,False,False,False,30,15,2
2025-12-29,93.0,97.9,93.0,93.45,1072.0,0.2669455650181782,-0.8708524028056034,False,False,False,31,1,3
2025-12-30,90.0,97.5,85.0,97.0,30287.0,5.600769280556249,3.6849732285640697,True,True,True,32,2,3
2025-12-31,90.0,97.5,85.0,97.0,1.0,0.00020332228615578554,-0.7261200355719857,False,False,False,33,3,3
2026-01-01,91.2,95.0,88.0,93.0,20242.0,3.6887135424734168,1.9532229574746565,True,True,True,34,4,3
2026-01-04,90.2,99.9,86.0,95.05,8904.0,1.5700796148861322,0.42584221058196664,True,True,False,35,5,3
2026-01-05,97.45,102.0,97.45,99.9,2255.0,0.40789009577729746,-0.42903825016610003,False,False,False,36,6,3
2026-01-06,95.4,99.85,95.4,99.85,529.0,0.1009310844844692,-0.6113437690003906,False,False,False,37,7,3
2026-01-07,97.0,97.0,97.0,97.0,100.0,0.019577708820736707,-0.6440329154067893,False,False,False,38,8,3
2026-01-11,97.95,97.95,95.15,95.2,2045.0,0.43661595943421405,-0.34289344486095347,False,False,False,39,9,3
2026-01-12,96.9,96.9,93.0,93.8,2161.0,0.4662552860964874,-0.32089858479948075,False,False,False,40,10,3
2026-01-13,97.0,97.0,93.25,95.0,9838.0,1.9709111306995752,0.6229603238123825,True,True,False,41,11,3
2026-01-14,95.0,95.0,93.05,93.45,7355.0,1.4865943749936836,0.3101278101049215,True,False,False,42,12,3
2026-01-15,95.0,95.1,92.45,94.4,1853.0,0.36819202416198066,-0.4120610097332561,False,False,False,43,13,3
2026-01-18,96.4,99.8,95.05,95.05,9531.0,1.7798485513403488,0.5377751055875298,True,True,False,44,14,3
2026-01-19,96.8,102.1,96.8,99.25,5605.0,0.9967279581747698,-0.002398525786705689,False,False,False,45,15,3
2026-01-20,100.0,100.0,98.45,98.45,683.0,0.12460661345496009,-0.6200621606984731,False,False,False,46,1,4
2026-01-21,100.0,100.0,97.0,97.0,8373.0,1.419188623439579,0.32319278108786315,True,False,False,47,2,4
2026-01-22,96.6,96.6,96.6,96.6,366.0,0.06531224069166733,-0.6758177181061117,False,False,False,48,3,4
2026-01-25,96.8,96.8,95.0,95.1,1654.0,0.2920790767899556,-0.5197060915655304,False,False,False,49,4,4
2026-01-26,94.45,99.25,94.4,97.85,4574.0,0.7790305548932112,-0.17026675648091036,False,False,False,50,5,4
2026-01-27,96.8,97.95,96.8,97.95,283.0,0.048525793259544404,-0.7255469706231852,False,False,False,51,6,4
2026-01-28,96.6,98.5,96.6,98.5,1971.0,0.4463163615366326,-0.4824226216234703,False,False,False,52,7,4
2026-01-29,98.0,102.0,98.0,100.3,6080.0,1.288108302790195,0.2735603671388095,True,False,False,53,8,4
2026-02-01,100.0,100.2,98.8,99.0,3923.0,1.004828195637975,0.005591696060605104,False,False,False,54,9,4
2026-02-02,97.5,99.6,97.5,99.6,1093.0,0.3110769581056466,-0.7540930322467024,False,False,False,55,10,4
2026-02-03,105.0,105.3,99.6,99.8,995.0,0.2883556482930505,-0.7560138009712483,False,False,False,56,11,4
2026-02-04,100.0,100.6,100.0,100.6,1153.0,0.33115055431098855,-0.722907524607629,False,False,False,57,12,4
2026-02-08,98.8,99.7,98.8,99.7,721.0,0.20524645231080177,-0.8751981446763031,False,False,False,58,13,4
2026-02-10,98.1,98.4,98.05,98.05,759.0,0.22009250264603963,-0.8317077391678916,False,False,False,59,14,4
2026-02-11,98.05,98.05,98.05,98.05,151.0,0.04510087961649318,-0.9669543565368955,False,False,False,60,15,4
2026-02-12,98.05,98.05,98.05,98.05,1.0,0.0003501155381275821,-0.9491091962213174,False,False,False,61,1,5
2026-02-15,100.6,100.7,99.45,99.45,241.0,0.09638072385522896,-0.7885039558935497,False,False,False,62,2,5
2026-02-16,99.4,102.9,99.4,102.9,1670.0,0.6703193047945893,-0.2863821815412358,False,False,False,63,3,5
2026-02-17,102.9,102.9,100.2,101.6,505.0,0.24754295237861818,-0.6480658387097434,False,False,False,64,4,5
2026-02-18,103.0,103.0,100.0,100.0,1537.0,0.8368496991805733,-0.13521019395958558,False,False,False,65,5,5
2026-02-19,99.7,102.0,99.4,99.4,1481.0,0.7892142495537023,-0.17967701055676238,False,False,False,66,6,5
2026-02-23,105.1,105.7,102.0,102.0,1201.0,0.7911986560822162,-0.19990641345090385,False,False,False,67,7,5
2026-02-24,101.2,101.2,100.5,100.5,446.0,0.29304510660665595,-0.6798919518694002,False,False,False,68,8,5
2026-02-25,99.55,99.55,99.5,99.5,343.0,0.23551222191705573,-0.694233951576503,False,False,False,69,9,5
2026-03-01,97.9,97.9,97.9,97.9,560.0,0.4459663932467946,-0.4846631831411183,False,False,False,70,10,5
2026-03-02,94.0,98.45,93.95,95.95,9447.0,5.511990197794503,3.3523754376738264,True,True,True,71,11,5
2026-03-03,94.5,97.7,94.5,97.7,1335.0,0.7936507936507937,-0.1504287098229481,False,False,False,72,12,5
2026-03-04,99.15,99.9,99.0,99.0,7810.0,4.4159221983489765,2.411809576916855,True,True,True,73,13,5
2026-03-05,107.0,107.0,97.3,97.3,4556.0,2.5307596167199,1.0860668517241876,True,True,True,74,14,5
2026-03-08,100.2,106.0,100.2,102.0,3832.0,1.978112740037167,0.7370238347928978,True,True,False,75,15,5
2026-03-09,101.0,102.0,99.5,99.5,4247.0,2.0225735784360412,0.8224664837315132,True,True,True,76,1,6
2026-03-11,100.0,100.0,100.0,100.0,100.0,0.04884839899372298,-0.7372154456395841,False,False,False,77,2,6
2026-03-12,100.0,100.0,91.0,92.2,4662.0,2.0773549594510294,0.9009052585096096,True,True,True,78,3,6
2026-03-15,96.25,96.95,92.2,96.0,1445.0,0.6341891595347816,-0.3123943148974795,False,False,False,79,4,6
2026-03-16,96.05,97.4,96.05,97.35,255.0,0.11166090116915532,-0.7615710099362364,False,False,False,80,5,6
2026-03-24,99.4,99.4,99.4,99.4,970.0,0.4159252192183178,-0.5181812953172031,False,False,False,81,6,6
2026-03-25,97.8,97.8,96.0,96.0,1500.0,0.6262786522483403,-0.3454914831316854,False,False,False,82,7,6
2026-03-26,99.0,100.0,99.0,100.0,1921.0,0.7978734450605361,-0.18806197941926134,False,False,False,83,8,6
