date,open,high,low,close,volume,relative_volume,volume_zscore,high_liquidity_L1,high_liquidity_L2,high_liquidity_L3,session_number,day_in_cycle,cycle_number
2025-10-08,27.25330608,29.18663748,27.25330608,29.18663748,990.00099,,0.0,False,False,False,1,1,1
2025-10-09,28.94663772,29.89330344,28.94663772,29.89330344,2325.002325,,0.0,False,False,False,2,2,1
2025-10-12,28.666638,31.11996888,28.666638,30.34663632,3150.00315,,0.0,False,False,False,3,3,1
2025-10-13,31.50663516,31.50663516,29.99997,30.03996996,5217.00521701,,0.0,False,False,False,4,4,1
2025-10-14,29.99997,29.99997,29.99997,29.99997,1129.5011295,,0.0,False,False,False,5,5,1
2025-10-15,29.99997,29.99997,29.99997,29.99997,994.5009945,,0.0,False,False,False,6,6,1
2025-10-16,29.99997,29.99997,29.99997,29.99997,211.5002115,,0.0,False,False,False,7,7,1
2025-10-19,29.67997032,30.0666366,28.333305,29.7333036,2770.5027705,,0.0,False,False,False,8,8,1
2025-10-20,28.7999712,29.99997,28.7999712,29.99997,1594.5015945,,0.0,False,False,False,9,9,1
2025-10-21,29.25330408,29.333304,28.666638,29.333304,2136.002136,,0.0,False,False,False,10,10,1
2025-10-22,29.38663728,30.9333024,29.01330432,29.94663672,17149.51714952,,0.0,False,False,False,11,11,1
2025-10-23,29.8666368,30.63996936,28.90663776,29.333304,12624.01262401,,0.0,False,False,False,12,12,1
2025-10-26,29.333304,31.999968,28.89330444,31.999968,9388.50938851,,0.0,False,False,False,13,13,1
2025-10-27,31.999968,31.999968,30.67996932,31.43996856,5842.50584251,,0.0,False,False,False,14,14,1
2025-10-28,30.67996932,30.67996932,30.14663652,30.14663652,247.5002475,,0.0,False,False,False,15,15,1
2025-10-29,30.74663592,31.5333018,30.74663592,30.74663592,3181.5031815,,0.0,False,False,False,16,1,2
2025-10-30,30.74663592,31.5333018,30.74663592,30.74663592,73.5000735,,0.0,False,False,False,17,2,2
2025-11-02,31.333302,31.546635,30.013303,30.013303,3139.0,,0.0,False,False,False,18,3,2
2025-11-03,30.973302,31.306635,30.973302,31.306635,6007.0,,0.0,False,False,False,19,4,2
2025-11-04,31.306635,31.306635,31.306635,31.306635,1017.0,0.2568552538616373,-0.6579600004774321,False,False,False,20,5,2
2025-11-05,29.99997,31.03996896,29.99997,31.03996896,738.000738,0.1869857657778495,-0.7160643857260923,False,False,False,21,6,2
2025-11-06,31.26,31.26,30.22,30.22,1210.0,0.31096778315296675,-0.5945681707268797,False,False,False,22,7,2
2025-11-09,30.48,30.48,30.22,30.22,520.0,0.1383133897443408,-0.708883099234079,False,False,False,23,8,2
2025-11-10,29.5,29.5,28.08,28.08,4180.0,1.1273750685434947,0.10360394440295455,False,False,False,24,9,2
2025-11-11,29.5,29.5,28.08,28.08,105.0,0.028715962868413058,-0.7729819491589698,False,False,False,25,10,2
2025-11-12,29.5,29.5,28.08,28.08,3.0,0.0008317327565484823,-0.7783869255138267,False,False,False,26,11,2
2025-11-13,29.88,29.88,28.0,28.0,456.0,0.12599633859057804,-0.6845359057252407,False,False,False,27,12,2
2025-11-16,29.44,29.44,29.44,29.44,461.0,0.13157603130552029,-0.6512897536289196,False,False,False,28,13,2
2025-11-17,28.02,28.2,28.02,28.2,758.0,0.21895790906181273,-0.5760895620838188,False,False,False,29,14,2
2025-11-18,28.02,28.2,28.02,28.2,1.0,0.00029805349054187595,-0.7062530860369125,False,False,False,30,15,2
2025-11-20,28.02,28.2,28.02,28.2,70.0,0.0279873877101296,-0.6920776703645457,False,False,False,31,1,3
2025-11-23,28.02,28.2,28.02,28.2,65.0,0.034700423727895294,-0.691186644906324,False,False,False,32,2,3
2025-11-24,28.0,28.0,28.0,28.0,319.0,0.22469527838259004,-0.566010603104731,False,False,False,33,3,3
2025-11-25,27.58,27.78,27.0,27.0,3125.0,2.4341319758558746,1.0838313572551692,True,True,True,34,4,3
2025-11-27,27.38,27.38,27.38,27.38,101.0,0.07912258848662375,-0.6899377235830182,False,False,False,35,5,3
2025-11-30,28.0,28.0,28.0,28.0,256.0,0.22650356416608897,-0.527739725627206,False,False,False,36,6,3
2025-12-01,27.94,27.94,26.9,26.9,337.0,0.2947349913628466,-0.4891042181640795,False,False,False,37,7,3
