date,open,high,low,close,volume,relative_volume,volume_zscore,high_liquidity_L1,high_liquidity_L2,high_liquidity_L3,session_number,day_in_cycle,cycle_number
2025-12-21,8.91,8.93,8.87,8.88,29676.0,,0.0,False,False,False,1,1,1
2025-12-22,8.87,8.91,8.84,8.85,47055.0,,0.0,False,False,False,2,2,1
2025-12-23,8.85,8.91,8.8,8.91,98916.0,,0.0,False,False,False,3,3,1
2025-12-24,8.91,8.92,8.78,8.79,114230.0,,0.0,False,False,False,4,4,1
2025-12-25,8.84,8.84,8.77,8.83,16450.0,,0.0,False,False,False,5,5,1
2025-12-28,8.83,8.85,8.67,8.8,118582.0,,0.0,False,False,False,6,6,1
2025-12-29,8.77,8.77,8.52,8.61,217197.0,,0.0,False,False,False,7,7,1
2025-12-30,8.65,8.66,8.59,8.6,78955.0,,0.0,False,False,False,8,8,1
2025-12-31,8.6,8.89,8.6,8.81,18526.0,,0.0,False,False,False,9,9,1
2026-01-01,8.8,8.91,8.8,8.9,14169.0,,0.0,False,False,False,10,10,1
2026-01-04,8.9,8.91,8.85,8.9,25277.0,,0.0,False,False,False,11,11,1
2026-01-05,8.85,8.92,8.85,8.9,22456.0,,0.0,False,False,False,12,12,1
2026-01-06,8.85,8.95,8.85,8.92,27082.0,,0.0,False,False,False,13,13,1
2026-01-07,8.88,8.95,8.88,8.88,5658.0,,0.0,False,False,False,14,14,1
2026-01-08,8.9,8.9,8.75,8.8,23607.0,,0.0,False,False,False,15,15,1
2026-01-11,8.85,8.89,8.8,8.89,5875.0,,0.0,False,False,False,16,1,2
2026-01-12,8.88,8.9,8.87,8.89,18007.0,,0.0,False,False,False,17,2,2
2026-01-13,8.89,8.9,8.84,8.88,13756.0,,0.0,False,False,False,18,3,2
2026-01-14,8.88,8.9,8.75,8.8,55398.0,,0.0,False,False,False,19,4,2
2026-01-15,8.8,8.84,8.51,8.51,27611.0,0.56436340743784,-0.4028329640678815,False,False,False,20,5,2
2026-01-18,8.85,8.85,8.77,8.83,19449.0,0.40173259964306957,-0.5449154309560246,False,False,False,21,6,2
2026-01-19,8.77,8.85,8.77,8.78,65306.0,1.3239845231711485,0.29991008661956087,True,False,False,22,7,2
2026-01-20,8.89,8.89,8.83,8.84,7986.0,0.17834312404181885,-0.6980644720002097,False,False,False,23,8,2
2026-01-21,8.81,8.93,8.78,8.85,141186.0,3.060833596196559,1.7322444930390466,True,True,True,24,9,2
2026-01-22,8.86,9.1,8.86,9.09,313827.0,5.145084473444762,3.1349977376555715,True,True,True,25,10,2
2026-01-25,9.1,9.3,9.09,9.2,101411.0,1.6863342753498474,0.5153314682947903,True,True,False,26,11,2
2026-01-26,9.09,9.3,9.08,9.23,33165.0,0.651119507375526,-0.24967763025170348,False,False,False,27,12,2
2026-01-27,9.21,9.27,9.21,9.27,19917.0,0.41508061633750803,-0.3943346160249822,False,False,False,28,13,2
2026-01-28,9.29,9.29,9.17,9.27,27197.0,0.561724187785282,-0.29882466854943823,False,False,False,29,14,2
