date,open,high,low,close,volume,relative_volume,volume_zscore,high_liquidity_L1,high_liquidity_L2,high_liquidity_L3,session_number,day_in_cycle,cycle_number
2025-12-21,49.48,51.9,49.48,51.5,178311.0,,0.0,False,False,False,1,1,1
2025-12-22,52.05,52.3,51.5,52.1,114398.0,,0.0,False,False,False,2,2,1
2025-12-23,52.3,52.7,51.2,51.2,82190.0,,0.0,False,False,False,3,3,1
2025-12-24,51.1,51.55,50.6,51.35,104804.0,,0.0,False,False,False,4,4,1
2025-12-25,51.35,52.15,51.35,52.0,63425.0,,0.0,False,False,False,5,5,1
2025-12-28,52.7,52.7,50.8,51.3,187454.0,,0.0,False,False,False,6,6,1
2025-12-29,50.9,51.5,49.56,50.1,145689.0,,0.0,False,False,False,7,7,1
2025-12-30,50.05,50.05,48.5,48.72,144574.0,,0.0,False,False,False,8,8,1
2025-12-31,48.72,50.35,48.72,50.3,116672.0,,0.0,False,False,False,9,9,1
2026-01-01,50.2,51.05,49.86,51.0,150566.0,,0.0,False,False,False,10,10,1
2026-01-04,51.0,51.0,48.8,49.1,146907.0,,0.0,False,False,False,11,11,1
2026-01-05,49.18,49.5,48.14,48.14,321636.0,,0.0,False,False,False,12,12,1
2026-01-06,48.5,49.44,48.4,49.2,199876.0,,0.0,False,False,False,13,13,1
2026-01-07,50.2,50.6,48.58,49.18,245166.0,,0.0,False,False,False,14,14,1
2026-01-08,49.5,49.5,47.4,47.88,117636.0,,0.0,False,False,False,15,15,1
2026-01-11,47.92,48.66,47.9,47.92,114890.0,,0.0,False,False,False,16,1,2
2026-01-12,48.2,48.36,47.7,47.96,177902.0,,0.0,False,False,False,17,2,2
2026-01-13,47.98,48.5,47.54,48.2,262524.0,,0.0,False,False,False,18,3,2
2026-01-14,48.42,49.2,47.84,48.5,225840.0,,0.0,False,False,False,19,4,2
2026-01-15,48.16,48.28,46.8,47.36,180888.0,1.1025224998994316,0.26210893143844294,False,False,False,20,5,2
2026-01-18,47.36,47.74,47.0,47.02,76089.0,0.4786787311984489,-1.2370299310907675,False,False,False,21,6,2
2026-01-19,46.9,48.7,46.38,48.5,214110.0,1.306011458937587,0.7464568990387,True,False,False,22,7,2
2026-01-20,48.96,49.9,48.06,48.64,413484.0,2.2906863239349695,2.7545160149942296,True,True,True,23,8,2
2026-01-21,48.1,49.16,48.1,49.06,226109.0,1.2119138015729596,0.47518327889309,False,False,False,24,9,2
2026-01-22,49.18,50.3,48.52,49.98,256029.0,1.3049252033809027,0.754886183727835,True,False,False,25,10,2
2026-01-25,50.0,50.4,49.28,49.28,161644.0,0.8293197606811911,-0.4178699633667096,False,False,False,26,11,2
2026-01-26,49.96,50.4,48.66,49.12,326654.0,1.6015606997065108,1.4625241083090885,True,True,False,27,12,2
2026-01-27,49.5,49.86,49.0,49.78,168782.0,0.8226438342410349,-0.43755998408762253,False,False,False,28,13,2
2026-01-28,49.82,50.85,49.4,50.6,236632.0,1.1205853911715873,0.31540613723365984,False,False,False,29,14,2
2026-01-29,50.6,50.6,48.8,48.8,133152.0,0.6331601659553727,-0.9464368920050282,False,False,False,30,15,2
2026-02-01,48.82,49.3,47.24,47.4,210195.0,0.9846956295245194,-0.040765944975060225,False,False,False,31,1,3
2026-02-02,47.06,48.2,46.6,48.0,125899.0,0.6181365857035509,-0.99509177587189,False,False,False,32,2,3
2026-02-03,48.7,48.7,47.66,47.82,96346.0,0.4853738226299386,-1.249273701211074,False,False,False,33,3,3
2026-02-04,47.82,48.2,47.06,47.4,123523.0,0.6419567147083097,-0.8337064930950692,False,False,False,34,4,3
2026-02-05,47.18,47.4,46.2,46.2,155328.0,0.7994194574397455,-0.47961935898285313,False,False,False,35,5,3
2026-02-08,46.2,48.12,46.2,47.9,124593.0,0.6396399333320156,-0.8688700083238833,False,False,False,36,6,3
2026-02-09,48.0,48.4,47.08,48.14,152795.0,0.7895125737091978,-0.5013230530745416,False,False,False,37,7,3
2026-02-10,48.18,48.2,47.22,47.98,126370.0,0.676777538504877,-0.746254346308839,False,False,False,38,8,3
2026-02-11,47.98,47.98,46.52,46.76,128126.0,0.7046185218222434,-0.6603529254107391,False,False,False,39,9,3
2026-02-12,46.76,46.98,46.52,46.68,62102.0,0.35305668452359634,-1.3288685960234239,False,False,False,40,10,3
2026-02-15,46.7,47.9,46.7,47.52,79188.0,0.44979624039458566,-1.1336363234022724,False,False,False,41,11,3
2026-02-16,47.96,48.02,46.4,46.5,127162.0,0.7405813378884155,-0.5202491336580124,False,False,False,42,12,3
2026-02-17,46.5,46.5,45.62,45.62,95651.0,0.6138793689912332,-0.9182583568680236,False,False,False,43,13,3
2026-02-18,45.62,45.78,45.12,45.12,81088.0,0.5458157636207412,-1.032451224529738,False,False,False,44,14,3
2026-02-19,45.54,45.54,43.5,43.7,129224.0,0.9086031976611327,-0.2154308780417765,False,False,False,45,15,3
2026-02-23,43.8,46.46,43.74,45.8,301955.0,2.0233083676604355,2.1790245581606715,True,True,True,46,1,4
2026-02-24,45.64,46.3,44.3,44.7,154649.0,1.0996245680399324,0.24850132958743562,False,False,False,47,2,4
2026-02-25,44.8,45.24,44.52,44.52,128163.0,0.9246499366374222,-0.18634974304488724,False,False,False,48,3,4
2026-02-26,44.54,44.8,43.42,44.4,87369.0,0.666207120575185,-0.8401327994327273,False,False,False,49,4,4
2026-03-01,41.0,44.3,41.0,42.56,78190.0,0.6089763060785477,-0.9397276909001362,False,False,False,50,5,4
