date,open,high,low,close,volume,relative_volume,volume_zscore,high_liquidity_L1,high_liquidity_L2,high_liquidity_L3,session_number,day_in_cycle,cycle_number
2025-12-10,22.25,22.49,22.25,22.49,1412.0,,0.0,False,False,False,1,1,1
2025-12-11,22.49,22.5,22.49,22.5,1884.0,,0.0,False,False,False,2,2,1
2025-12-14,22.65,22.65,22.0,22.0,882.0,,0.0,False,False,False,3,3,1
2025-12-15,21.95,21.95,21.75,21.75,1278.0,,0.0,False,False,False,4,4,1
2025-12-16,22.0,22.0,21.75,21.75,3420.0,,0.0,False,False,False,5,5,1
2025-12-17,21.75,21.75,21.75,21.75,1612.0,,0.0,False,False,False,6,6,1
2025-12-18,22.0,22.5,22.0,22.1,5564.0,,0.0,False,False,False,7,7,1
2025-12-21,21.85,21.85,21.85,21.85,6000.0,,0.0,False,False,False,8,8,1
2025-12-22,22.32,22.49,22.25,22.49,2330.0,,0.0,False,False,False,9,9,1
2025-12-24,22.0,22.0,22.0,22.0,802.0,,0.0,False,False,False,10,10,1
2025-12-25,21.6,21.6,21.5,21.55,9020.0,,0.0,False,False,False,11,11,1
2025-12-28,21.51,21.51,21.51,21.51,1382.0,,0.0,False,False,False,12,12,1
2025-12-30,21.52,21.52,21.52,21.52,1200.0,,0.0,False,False,False,13,13,1
2025-12-31,21.52,21.52,21.51,21.51,2000.0,,0.0,False,False,False,14,14,1
2026-01-04,22.35,22.45,22.26,22.26,6510.0,,0.0,False,False,False,15,15,1
2026-01-05,22.35,22.45,22.26,22.26,20.0,,0.0,False,False,False,16,1,2
2026-01-06,22.18,22.18,22.0,22.0,4042.0,,0.0,False,False,False,17,2,2
2026-01-07,22.18,22.36,21.5,22.0,8570.0,,0.0,False,False,False,18,3,2
2026-01-08,22.15,22.15,22.15,22.15,1352.0,,0.0,False,False,False,19,4,2
2026-01-11,21.56,21.56,21.56,21.56,326.0,0.1093849612455122,-0.9762837264477469,False,False,False,20,5,2
2026-01-12,22.22,22.25,22.22,22.24,2592.0,0.8528279538051524,-0.16593340345337648,False,False,False,21,6,2
2026-01-13,22.72,22.72,22.67,22.67,5298.0,1.6504672897196262,0.7657978824813946,True,True,False,22,7,2
2026-01-14,22.75,22.75,22.75,22.75,440.0,0.13802189529157124,-0.9999139222768357,False,False,False,23,8,2
2026-01-15,22.5,22.5,22.5,22.5,8882.0,2.4892800089683584,1.7797669987769358,True,True,True,24,9,2
2026-01-18,22.5,22.5,22.5,22.5,66.0,0.01940948123750147,-1.080156416021649,False,False,False,25,10,2
2026-01-19,22.5,22.5,22.01,22.01,3400.0,0.9742678663533726,-0.029363696352330604,False,False,False,26,11,2
2026-01-20,22.58,22.77,22.58,22.77,7518.0,2.095609756097561,1.2447948773585664,True,True,True,27,12,2
2026-01-21,22.7,22.7,22.5,22.5,4484.0,1.2768744482729164,0.31218606999663406,True,False,False,28,13,2
2026-01-22,22.54,22.54,22.4,22.5,4296.0,1.190027700831025,0.22084553794159878,False,False,False,29,14,2
2026-01-25,23.17,23.17,22.75,22.75,1150.0,0.3170314826046204,-0.8015863190436311,False,False,False,30,15,2
2026-01-26,22.5,22.9,22.45,22.9,4950.0,1.44571979321826,0.5372165184079658,True,False,False,31,1,3
2026-01-27,22.85,22.85,22.85,22.85,1634.0,0.47548377709879236,-0.6365287417640126,False,False,False,32,2,3
2026-01-28,22.85,22.85,22.85,22.85,6.0,0.0017768301350390902,-1.165030595327765,False,False,False,33,3,3
2026-01-29,22.45,22.45,22.45,22.45,3600.0,1.0414255959268688,0.049803387241844285,False,False,False,34,4,3
2026-02-01,22.5,22.5,22.3,22.3,9816.0,2.7100300930399492,1.9709029450290823,True,True,True,35,5,3
2026-02-02,22.35,22.5,22.17,22.5,7210.0,1.8108298171589312,1.034713478619538,True,True,False,36,6,3
2026-02-03,22.5,22.5,22.5,22.5,268.0,0.07065833531071211,-1.0918118752328956,False,False,False,37,7,3
2026-02-04,22.4,22.85,22.25,22.54,33894.0,6.699610602676365,3.880252321100898,True,True,True,38,8,3
2026-02-05,22.4,22.85,22.25,22.54,18.0,0.003605480330101755,-0.6657306306279339,False,False,False,39,9,3
2026-02-08,22.54,22.69,22.54,22.69,2200.0,0.4325514637934763,-0.38885339826347687,False,False,False,40,10,3
2026-02-09,22.5,22.5,22.5,22.5,400.0,0.08037777554506179,-0.6120911210045746,False,False,False,41,11,3
2026-02-10,22.5,22.5,22.4,22.5,6424.0,1.2764266412335081,0.18589952359653827,True,False,False,42,12,3
2026-02-11,22.5,22.5,22.4,22.5,220.0,0.043808992791429364,-0.641019750582787,False,False,False,43,13,3
2026-02-12,22.45,22.45,22.45,22.45,1702.0,0.36501672814617825,-0.396456624041302,False,False,False,44,14,3
2026-02-15,22.45,22.5,22.4,22.5,4214.0,0.8652622068908875,-0.08878392934959799,False,False,False,45,15,3
2026-02-16,22.5,22.5,22.46,22.46,6124.0,1.2232342601470119,0.15128141264028275,False,False,False,46,1,4
2026-02-17,22.3,22.3,22.3,22.3,400.0,0.08601225674658639,-0.5719559287300493,False,False,False,47,2,4
2026-02-18,22.5,22.5,21.85,21.85,8024.0,1.662143966856551,0.42794586632057036,True,True,False,48,3,4
2026-02-19,22.0,22.0,21.78,21.78,4658.0,0.9612844642562324,-0.02511888120713843,False,False,False,49,4,4
2026-02-23,22.5,22.5,21.86,22.14,5100.0,1.011282742757431,0.0076708737273120135,False,False,False,50,5,4
2026-02-24,21.76,21.76,21.76,21.76,3596.0,0.7227559593198537,-0.185784317099632,False,False,False,51,6,4
2026-02-25,22.5,22.5,21.82,22.0,5144.0,0.9986604282746705,-0.0009345837198846315,False,False,False,52,7,4
2026-02-26,22.5,22.5,21.82,22.0,50.0,0.009702897285129339,-0.6913496757127632,False,False,False,53,8,4
2026-03-01,22.0,22.0,22.0,22.0,700.0,0.13977356682174877,-0.5789125694780346,False,False,False,54,9,4
2026-03-02,21.85,21.85,21.59,21.59,6344.0,1.312234977763988,0.2049909928362176,True,False,False,55,10,4
2026-03-03,21.5,21.5,21.22,21.22,3228.0,0.6963800319282047,-0.19148432848204885,False,False,False,56,11,4
2026-03-04,21.53,21.53,21.51,21.51,5892.0,1.1983891307000771,0.13395910889116724,False,False,False,57,12,4
2026-03-05,22.0,22.0,21.54,21.54,776.0,0.23798570859018003,-0.950080451747987,False,False,False,58,13,4
2026-03-09,22.3,22.3,22.3,22.3,6548.0,1.8253791257805532,1.1402326078026477,True,True,False,59,14,4
2026-03-10,21.99,22.0,21.99,22.0,656.0,0.1868945868945869,-1.0720453738235962,False,False,False,60,15,4
2026-03-11,22.4,22.5,22.16,22.16,2624.0,0.7246216723737988,-0.3879669818326815,False,False,False,61,1,5
2026-03-12,21.67,22.0,21.67,22.0,2532.0,0.7389248818070391,-0.3588267071580239,False,False,False,62,2,5
2026-03-15,22.45,22.5,22.45,22.5,3564.0,0.9917079414547275,-0.012541318732470646,False,False,False,63,3,5
2026-03-16,22.0,22.25,21.85,22.25,3406.0,0.9257950530035336,-0.11691976079867829,False,False,False,64,4,5
2026-03-24,22.49,22.49,21.5,21.5,15112.0,3.5777362153460075,3.142604007173639,True,True,True,65,5,5
2026-03-25,21.5,21.5,21.5,21.5,30022.0,5.540341034915479,3.6538695348972614,True,True,True,66,6,5
2026-03-26,21.5,21.5,21.5,21.5,2.0,0.0003704458315582804,-0.7995826603603298,False,False,False,67,7,5
2026-03-29,21.99,21.99,21.99,21.99,1342.0,0.2649660401200442,-0.5492327266783251,False,False,False,68,8,5
2026-03-30,22.15,22.15,22.15,22.15,526.0,0.10827055287966737,-0.632088655947729,False,False,False,69,9,5
2026-03-31,22.47,22.59,22.47,22.5,7200.0,1.4506769825918762,0.32541228654948084,True,False,False,70,10,5
2026-04-01,22.5,22.5,22.01,22.01,6396.0,1.2533312431415582,0.18809988577786418,True,False,False,71,11,5
2026-04-02,22.72,22.72,22.1,22.1,3360.0,0.6701236537694456,-0.24026886940245268,False,False,False,72,12,5
2026-04-05,22.15,22.15,22.15,22.15,368.0,0.07316248831984731,-0.6783665787700889,False,False,False,73,13,5
2026-04-06,22.15,22.15,22.15,22.15,264.0,0.05271460234420239,-0.6888109443547594,False,False,False,74,14,5
2026-04-07,22.05,22.05,21.61,21.61,6768.0,1.3457141152844332,0.2522650002403474,True,False,False,75,15,5
2026-04-08,22.25,22.48,22.25,22.48,3954.0,0.7805590650663297,-0.16146940981764685,False,False,False,76,1,6
2026-04-09,22.46,22.46,22.44,22.44,800.0,0.16628559551028893,-0.5774557613643152,False,False,False,77,2,6
2026-04-13,22.46,22.46,22.44,22.44,2.0,0.00041908513714561114,-0.6842318649439297,False,False,False,78,3,6
2026-04-14,22.0,22.48,21.65,22.45,15884.0,3.0318184420988334,1.439176631971236,True,True,True,79,4,6
2026-04-15,22.0,22.0,22.0,22.0,542.0,0.10356555967439907,-0.6339488470123366,False,False,False,80,5,6
2026-04-16,22.09,22.14,22.09,22.14,2572.0,0.49170298998241185,-0.3592363376695476,False,False,False,81,6,6
2026-04-19,22.01,22.5,22.0,22.37,19622.0,3.2244918081277834,1.685163692779284,True,True,True,82,7,6
2026-04-20,22.49,22.49,22.21,22.21,2156.0,0.35844319938818603,-0.4786383791382247,False,False,False,83,8,6
2026-04-21,22.07,22.07,22.0,22.0,2000.0,0.336439794098846,-0.48745312454275963,False,False,False,84,9,6
2026-04-22,22.01,22.55,22.0,22.55,6670.0,1.2077863286555002,0.14704086246024548,False,False,False,85,10,6
2026-04-26,22.63,22.63,22.63,22.63,1192.0,0.2920852732173487,-0.5448946301882647,False,False,False,86,11,6
