date,open,high,low,close,volume,relative_volume,volume_zscore,high_liquidity_L1,high_liquidity_L2,high_liquidity_L3,session_number,day_in_cycle,cycle_number
2025-12-21,21.3,21.55,21.25,21.25,259390.0,,0.0,False,False,False,1,1,1
2025-12-22,21.34,21.65,21.26,21.65,781929.0,,0.0,False,False,False,2,2,1
2025-12-23,21.52,21.62,21.45,21.58,1482154.0,,0.0,False,False,False,3,3,1
2025-12-24,21.58,21.62,21.42,21.5,335652.0,,0.0,False,False,False,4,4,1
2025-12-25,21.5,21.5,21.3,21.38,101769.0,,0.0,False,False,False,5,5,1
2025-12-28,21.38,21.38,21.21,21.21,172434.0,,0.0,False,False,False,6,6,1
2025-12-29,21.2,21.37,21.16,21.31,437821.0,,0.0,False,False,False,7,7,1
2025-12-30,21.39,21.53,21.23,21.5,359779.0,,0.0,False,False,False,8,8,1
2025-12-31,21.5,21.62,21.33,21.62,569654.0,,0.0,False,False,False,9,9,1
2026-01-01,21.5,21.64,21.5,21.59,150621.0,,0.0,False,False,False,10,10,1
2026-01-04,21.65,21.65,21.25,21.28,271365.0,,0.0,False,False,False,11,11,1
2026-01-05,21.34,21.57,20.98,21.25,1776117.0,,0.0,False,False,False,12,12,1
2026-01-06,21.12,21.18,20.73,20.8,1391237.0,,0.0,False,False,False,13,13,1
2026-01-07,21.15,21.19,20.58,20.8,2190266.0,,0.0,False,False,False,14,14,1
2026-01-08,20.78,21.47,20.63,21.35,1187304.0,,0.0,False,False,False,15,15,1
2026-01-11,21.47,21.59,21.2,21.2,306244.0,,0.0,False,False,False,16,1,2
2026-01-12,21.33,21.51,21.21,21.21,966427.0,,0.0,False,False,False,17,2,2
2026-01-13,21.34,21.56,21.31,21.44,1930403.0,,0.0,False,False,False,18,3,2
2026-01-14,21.5,22.21,21.4,21.6,1877454.0,,0.0,False,False,False,19,4,2
2026-01-15,21.6,21.71,21.2,21.41,1174830.0,1.3257799958810237,0.418951065251713,True,False,False,20,5,2
2026-01-18,21.5,21.57,21.37,21.52,466001.0,0.5198159610040703,-0.6324156796297097,False,False,False,21,6,2
2026-01-19,21.5,21.55,21.34,21.55,461749.0,0.5244382209585956,-0.6092632037972929,False,False,False,22,7,2
2026-01-20,21.55,21.65,21.35,21.65,745831.0,0.8840548290347193,-0.14536799273789888,False,False,False,23,8,2
2026-01-21,21.64,21.64,21.48,21.57,701453.0,0.813809161088684,-0.24196407601085348,False,False,False,24,9,2
2026-01-22,21.64,22.34,21.64,22.3,1548884.0,1.6578127413253456,0.9385243671490513,True,True,False,25,10,2
