date,open,high,low,close,volume
2025-12-21,141.0,141.8,139.5,140.6,104097.0
2025-12-22,141.0,142.8,140.7,141.2,245783.0
2025-12-23,140.6,141.9,138.8,139.1,140149.0
2025-12-24,139.1,139.2,136.4,137.1,92564.0
2025-12-25,137.7,138.4,136.9,138.0,19542.0
2025-12-28,138.0,140.7,136.8,139.5,109386.0
2025-12-29,139.5,139.9,138.0,138.1,49979.0
2025-12-30,137.9,138.5,135.4,137.0,272041.0
2025-12-31,138.0,139.4,137.8,138.9,52622.0
2026-01-01,139.2,141.6,139.2,141.0,30597.0
2026-01-04,141.0,141.3,136.6,137.8,44573.0
2026-01-05,137.8,139.3,134.5,136.4,171493.0
2026-01-06,135.2,136.1,134.3,134.3,73197.0
2026-01-07,138.0,138.4,132.6,135.0,386991.0
2026-01-08,135.1,137.3,133.3,134.3,791175.0
2026-01-11,133.0,136.0,133.0,135.0,112768.0
2026-01-12,135.8,137.0,135.1,136.0,159228.0
2026-01-13,136.0,138.5,134.3,137.6,227994.0
2026-01-14,137.8,139.6,136.3,137.7,269993.0
2026-01-15,137.7,138.4,134.0,134.0,900808.0
2026-01-18,135.6,136.8,134.8,135.5,110253.0
2026-01-19,135.1,136.6,133.0,135.0,276721.0
2026-01-20,134.8,135.1,131.4,131.4,137353.0
2026-01-21,131.6,144.5,131.6,144.5,1202743.0
2026-01-22,149.9,156.5,149.1,155.9,1092577.0
2026-01-25,157.0,159.2,152.0,153.4,143886.0
2026-01-26,153.4,154.9,152.3,154.9,217741.0
2026-01-27,154.1,158.8,153.2,156.0,226633.0
2026-01-28,156.9,165.0,156.8,164.8,374996.0
2026-01-29,160.0,168.0,159.0,165.0,511876.0
2026-02-01,166.0,168.8,161.4,165.0,146394.0
2026-02-02,164.1,165.7,160.0,165.1,157538.0
2026-02-03,164.2,166.5,164.1,165.7,92957.0
2026-02-04,163.5,165.5,163.3,165.5,68035.0
2026-02-05,164.0,164.4,160.0,162.0,95701.0
2026-02-08,161.2,164.4,160.4,161.5,51043.0
2026-02-09,160.3,162.7,158.7,161.4,69298.0
2026-02-10,159.0,163.5,158.0,163.0,116116.0
2026-02-11,161.8,163.5,158.7,161.3,68888.0
2026-02-12,160.0,165.0,160.0,164.0,263767.0
2026-02-15,162.2,164.2,161.3,163.0,47919.0
2026-02-16,161.9,166.3,161.9,165.4,148715.0
2026-02-17,162.6,166.1,161.5,166.0,78505.0
2026-02-18,166.3,179.3,164.2,179.3,350096.0
2026-02-19,177.0,178.2,174.6,175.0,228429.0
2026-02-23,174.0,180.1,168.2,180.1,275780.0
2026-02-24,174.0,181.0,174.0,180.3,262565.0
2026-02-25,180.0,180.7,173.5,177.0,187540.0
2026-02-26,177.6,179.5,174.9,177.8,423225.0
2026-03-01,165.0,175.8,164.4,170.9,117537.0
2026-03-02,170.0,174.2,166.2,171.5,116585.0
2026-03-03,166.4,171.0,166.0,169.1,244285.0
2026-03-04,168.3,173.0,165.5,173.0,228279.0
2026-03-05,173.4,177.5,173.4,175.9,120766.0
2026-03-08,173.5,177.7,173.3,173.5,85217.0
2026-03-09,173.5,173.5,169.2,170.4,137204.0
2026-03-10,171.3,175.7,169.5,173.7,178198.0
2026-03-11,174.9,180.0,174.9,176.3,158146.0
2026-03-12,176.9,177.4,171.3,171.3,75195.0
2026-03-15,171.2,172.5,167.2,170.3,110159.0
2026-03-16,170.2,174.5,168.6,172.8,213348.0
2026-03-24,176.0,178.0,173.9,175.4,169387.0
2026-03-25,175.4,177.9,172.5,175.5,162510.0
2026-03-26,176.1,177.0,173.9,174.0,109566.0
