date,open,high,low,close,volume
2025-12-21,33.0,33.44,32.78,33.1,22331.0
2025-12-22,33.2,33.2,32.52,32.82,25829.0
2025-12-23,32.82,34.0,32.82,33.18,84668.0
2025-12-24,33.92,33.92,32.7,32.9,28640.0
2025-12-25,32.74,33.14,32.28,32.4,18297.0
2025-12-28,33.0,33.0,30.8,31.04,21674.0
2025-12-29,31.0,31.94,30.8,31.86,24604.0
2025-12-30,31.5,31.6,30.74,30.96,20879.0
2025-12-31,31.2,32.18,31.18,32.02,25021.0
2026-01-01,32.0,32.6,32.0,32.34,14266.0
2026-01-04,32.52,33.0,32.52,32.68,39309.0
2026-01-05,33.0,33.8,32.7,33.34,94078.0
2026-01-06,33.92,33.92,32.8,32.88,71410.0
2026-01-07,33.98,33.98,32.86,33.02,26084.0
2026-01-08,33.02,33.02,32.3,32.6,6716.0
2026-01-11,32.6,33.4,32.56,33.04,17785.0
2026-01-12,33.64,33.9,33.3,33.6,30761.0
2026-01-13,33.84,33.84,33.24,33.66,12845.0
2026-01-14,33.94,36.2,33.32,35.0,217543.0
2026-01-15,34.8,36.04,34.08,34.66,74261.0
2026-01-18,34.72,35.56,34.72,35.0,30936.0
2026-01-19,34.34,35.02,34.32,34.58,13961.0
2026-01-20,34.58,35.0,34.02,34.18,20165.0
2026-01-21,34.18,34.38,33.74,34.1,27113.0
2026-01-22,34.1,35.34,34.1,35.14,57957.0
2026-01-25,36.0,36.22,34.82,34.9,62167.0
2026-01-26,35.3,35.3,34.62,34.7,34548.0
2026-01-27,34.7,35.24,34.68,35.1,48692.0
2026-01-28,35.1,35.38,34.8,35.0,43886.0
2026-01-29,35.06,35.3,33.82,34.0,49924.0
2026-02-01,33.5,34.0,33.1,33.2,20284.0
2026-02-02,33.2,33.56,32.8,33.4,11622.0
2026-02-03,33.56,34.38,33.46,33.54,43092.0
2026-02-04,33.54,33.62,33.06,33.48,27268.0
2026-02-05,33.46,33.46,32.54,33.1,47522.0
2026-02-08,33.1,33.7,32.92,33.46,18852.0
2026-02-09,33.4,33.4,32.7,32.72,22652.0
2026-02-10,32.8,32.96,32.66,32.7,22963.0
2026-02-11,32.7,32.74,32.3,32.3,14457.0
2026-02-12,32.2,32.6,32.2,32.4,12504.0
2026-02-15,32.2,33.26,32.2,33.1,31883.0
2026-02-16,33.18,33.26,32.9,33.12,16746.0
2026-02-17,33.5,33.5,32.74,33.0,20086.0
2026-02-18,32.62,33.0,32.5,32.94,11791.0
