date,open,high,low,close,volume
2025-12-21,37.1,37.34,36.6,36.7,1558167.0
2025-12-22,36.7,37.24,36.5,37.24,2461771.0
2025-12-23,37.2,38.04,37.0,38.04,4926893.0
2025-12-24,38.06,38.46,37.9,38.38,2239680.0
2025-12-25,38.08,38.26,37.88,38.04,630501.0
2025-12-28,38.04,38.3,37.7,37.7,609656.0
2025-12-29,37.9,38.22,37.46,38.22,1845424.0
2025-12-30,38.2,38.22,37.56,38.04,2205723.0
2025-12-31,38.0,38.26,37.84,37.88,2307873.0
2026-01-01,37.9,38.22,37.9,38.06,388233.0
2026-01-04,37.96,38.04,37.18,37.18,1259359.0
2026-01-05,37.2,38.1,37.2,38.1,2795106.0
2026-01-06,37.9,38.3,37.54,37.82,3291954.0
2026-01-07,38.4,40.04,38.36,40.04,13486230.0
2026-01-08,40.08,40.88,39.64,40.3,6987547.0
2026-01-11,40.36,40.84,40.26,40.34,2263877.0
2026-01-12,40.36,40.9,40.36,40.9,4525048.0
2026-01-13,40.9,42.0,40.74,42.0,7428751.0
2026-01-14,42.02,42.88,41.96,42.7,9039916.0
2026-01-15,42.68,42.7,41.8,42.04,5956827.0
2026-01-18,42.3,42.8,42.0,42.0,2988136.0
2026-01-19,42.3,42.64,41.98,42.32,3927656.0
2026-01-20,42.24,42.38,41.98,42.2,3874317.0
2026-01-21,41.7,42.14,41.7,42.0,4695238.0
2026-01-22,42.16,43.0,42.04,43.0,8752877.0
2026-01-25,42.86,43.0,42.68,43.0,1907416.0
2026-01-26,42.98,43.3,42.34,43.14,3538024.0
2026-01-27,43.32,44.6,43.3,44.6,10538974.0
2026-01-28,44.64,45.0,44.28,45.0,7984749.0
2026-01-29,45.0,45.24,44.8,44.86,8108360.0
2026-02-01,44.44,44.86,43.14,44.2,4368084.0
2026-02-02,43.14,44.6,43.06,44.6,6523174.0
2026-02-03,44.58,44.6,44.24,44.6,3259322.0
2026-02-04,44.5,45.1,44.4,44.7,4605123.0
2026-02-05,44.7,44.7,42.9,43.5,8675199.0
2026-02-08,44.7,44.7,43.78,44.0,1943800.0
2026-02-09,44.0,44.22,43.14,43.32,4375803.0
2026-02-10,43.44,43.58,43.16,43.36,5776785.0
2026-02-11,43.16,43.4,42.72,42.96,7816404.0
2026-02-12,42.76,43.1,42.7,43.1,3944240.0
2026-02-15,43.2,43.4,42.88,43.14,1240292.0
2026-02-16,43.3,43.3,42.6,42.6,3407583.0
2026-02-17,42.6,42.68,41.82,42.1,3639887.0
2026-02-18,41.86,42.8,41.86,42.8,3196246.0
2026-02-19,42.62,42.62,41.8,41.9,5968776.0
2026-02-23,43.28,43.28,42.0,42.3,4326469.0
2026-02-24,42.28,42.74,42.02,42.74,5825698.0
2026-02-25,42.5,42.74,41.86,42.38,6030471.0
2026-02-26,42.28,42.28,41.44,41.68,9574529.0
2026-03-01,39.0,40.5,39.0,39.9,7701536.0
2026-03-02,39.9,40.1,39.14,39.98,8785277.0
2026-03-03,39.98,40.22,39.48,40.16,6916715.0
2026-03-04,40.14,41.18,39.88,40.74,9421260.0
2026-03-05,40.8,41.08,40.42,40.9,5550913.0
2026-03-08,40.92,41.22,40.5,40.84,3069460.0
2026-03-09,40.64,40.8,39.02,39.02,8028350.0
2026-03-10,39.04,40.88,39.04,40.72,7244101.0
2026-03-11,40.68,41.08,40.32,40.4,3689842.0
2026-03-12,40.36,40.78,40.28,40.42,5808863.0
2026-03-15,40.4,40.4,39.5,39.9,1638107.0
2026-03-16,40.28,40.56,39.9,40.32,7707206.0
2026-03-24,41.46,41.9,40.36,41.58,11243111.0
2026-03-25,41.58,42.88,41.32,42.46,7517724.0
2026-03-26,42.4,42.76,41.76,42.5,6708193.0
2026-03-29,42.3,42.48,41.58,41.68,3330429.0
2026-03-30,41.68,42.34,41.5,41.78,5654076.0
2026-03-31,42.0,42.1,41.82,41.82,6539583.0
2026-04-01,42.1,42.5,41.8,42.34,8767707.0
2026-04-02,42.2,42.54,42.06,42.46,4145315.0
2026-04-05,42.46,42.46,42.1,42.18,603814.0
2026-04-06,42.36,42.36,41.9,41.9,2087919.0
2026-04-07,41.9,42.04,41.52,41.62,2647423.0
2026-04-08,42.8,43.18,42.0,43.12,6371786.0
2026-04-09,43.0,43.1,42.64,42.92,4252572.0
2026-04-12,42.72,43.1,42.68,42.8,1626363.0
2026-04-13,42.7,43.96,42.7,43.94,6114550.0
2026-04-14,43.94,44.1,43.66,44.0,9261033.0
2026-04-15,44.24,44.32,43.7,43.84,5808619.0
2026-04-16,43.0,43.0,42.4,42.46,3959215.0
2026-04-19,42.46,42.46,41.8,41.88,2971673.0
2026-04-20,41.94,41.96,41.4,41.7,2448843.0
2026-04-21,41.94,42.14,40.5,40.7,10816279.0
2026-04-22,40.9,40.92,40.46,40.52,5740856.0
2026-04-23,40.4,40.62,39.74,39.78,4863793.0
2026-04-26,39.6,40.14,39.4,39.94,1639329.0
2026-04-27,39.96,40.18,39.52,39.52,4168697.0
2026-04-28,39.9,40.1,39.64,39.86,2413865.0
2026-04-29,39.86,40.0,39.58,39.9,2924486.0
2026-04-30,39.86,39.86,39.28,39.28,5352551.0
2026-05-03,39.4,39.82,39.18,39.76,1055590.0
2026-05-04,39.76,39.82,39.1,39.2,3518124.0
2026-05-05,39.0,39.2,38.52,38.52,3655966.0
2026-05-06,38.58,38.94,38.4,38.56,9767407.0
2026-05-07,38.64,39.3,38.6,39.3,6009800.0
2026-05-10,39.38,40.28,39.2,40.08,2430117.0
2026-05-11,40.0,40.12,39.24,39.4,7112314.0
2026-05-12,39.32,39.64,38.52,38.52,4994978.0
2026-05-13,38.98,39.0,38.54,38.76,4061183.0
2026-05-14,39.06,39.16,38.6,38.6,3009473.0
2026-05-17,38.62,38.78,38.4,38.5,889666.0
2026-05-18,38.44,38.74,38.26,38.5,3697023.0
2026-05-19,38.6,38.84,38.42,38.42,3835198.0
2026-05-20,38.52,38.9,38.28,38.56,6087417.0
2026-05-21,38.6,39.48,38.6,39.4,13787980.0
2026-05-31,39.96,39.96,39.44,39.5,3549644.0
2026-06-01,39.9,39.9,39.06,39.14,10630517.0
2026-06-02,39.7,39.7,39.08,39.34,3228379.0
2026-06-03,39.52,39.74,39.06,39.34,3320377.0
2026-06-04,39.42,39.46,39.04,39.16,4301626.0
2026-06-07,39.16,39.16,38.7,38.84,2016674.0
2026-06-08,38.5,39.46,38.5,39.42,6032514.0
2026-06-09,39.8,41.3,39.7,41.08,11564392.0
2026-06-10,41.2,41.2,40.14,40.14,7787925.0
2026-06-11,40.6,40.6,39.92,40.08,3472563.0
2026-06-14,40.32,40.98,40.32,40.76,1933711.0
2026-06-15,41.88,41.88,40.98,40.98,4974159.0
2026-06-16,40.98,41.52,40.96,41.3,3856734.0
