date,open,high,low,close,volume
2024-04-28,33.999966,33.999966,33.999966,33.999966,150.00015
2024-04-29,32.76663523,32.76663523,32.666634,32.666634,1500.0015
2024-04-30,32.76663523,32.76663523,32.666634,32.666634,15.000015
2024-05-01,32.03330063,32.03330063,32.03330063,32.03330063,150.00015
2024-05-02,32.13330187,32.13330187,32.13330187,32.13330187,300.0003
2024-05-07,32.13330187,32.13330187,32.13330187,32.13330187,139.5001395
2024-05-08,34.13329987,34.13329987,34.13329987,34.13329987,867.000867
2024-05-09,34.13329987,34.19996513,32.73329927,34.13329987,5472.00547201
2024-05-12,34.13329987,34.13329987,34.13329987,34.13329987,555.000555
2024-05-14,34.13329987,34.13329987,34.13329987,34.13329987,121.5001215
2024-05-20,34.13329987,34.13329987,34.13329987,34.13329987,15.000015
2024-05-21,34.13329987,34.13329987,34.13329987,34.13329987,28.5000285
2024-05-22,34.13329987,34.13329987,34.13329987,34.13329987,16.5000165
2024-05-26,34.13329987,34.13329987,34.13329987,34.13329987,75.000075
2024-05-30,34.13329987,34.13329987,34.13329987,34.13329987,165.000165
2024-06-02,34.13329987,34.13329987,34.13329987,34.13329987,30.00003
2024-06-03,32.666634,32.666634,32.666634,32.666634,510.00051
2024-06-04,31.53330113,31.53330113,31.53330113,31.53330113,165.000165
2024-06-06,31.39996727,31.39996727,29.99997,29.99997,600.0006
2024-06-12,32.333301,32.333301,32.333301,32.333301,366.000366
2024-06-13,32.999967,32.999967,32.999967,32.999967,366.000366
2024-06-23,35.999964,35.999964,35.999964,35.999964,85.0
2024-06-24,34.999965,34.999965,34.999965,34.999965,84.000084
2024-06-27,38.0,38.0,36.0,36.0,2527.0
2024-06-30,38.0,38.0,36.0,36.0,16.0
2024-07-02,32.5,32.599998,32.400002,32.400002,1687.0
2024-07-03,32.049999,32.049999,31.0,31.0,595.0
2024-07-04,31.0,31.0,29.299999,29.549999,3963.0
2024-07-07,31.0,31.0,29.299999,29.549999,90.0
2024-07-09,30.5,30.5,30.5,30.5,225.0
2024-07-11,30.5,30.5,30.5,30.5,76.0
2024-07-14,30.5,30.5,30.5,30.5,187.0
2024-07-17,30.0,30.0,29.200001,29.200001,600.0
2024-07-24,30.0,30.0,30.0,30.0,150.0
2024-07-28,30.0,30.0,30.0,30.0,500.0
2024-07-31,30.0,30.0,30.0,30.0,6.0
2024-08-05,30.0,30.0,30.0,30.0,80.0
2024-08-06,30.0,30.0,30.0,30.0,4.0
2024-08-07,30.0,30.0,30.0,30.0,96.0
2024-08-11,30.0,30.0,30.0,30.0,1584.0
2024-08-13,28.200001,28.200001,27.200001,27.200001,4282.0
2024-08-14,28.200001,28.200001,27.200001,27.200001,50.0
2024-08-15,28.200001,28.200001,27.200001,27.200001,58.0
2024-08-18,27.5,27.5,27.5,27.5,537.0
