date,open,high,low,close,volume
2025-12-21,49.48,51.9,49.48,51.5,178311.0
2025-12-22,52.05,52.3,51.5,52.1,114398.0
2025-12-23,52.3,52.7,51.2,51.2,82190.0
2025-12-24,51.1,51.55,50.6,51.35,104804.0
2025-12-25,51.35,52.15,51.35,52.0,63425.0
2025-12-28,52.7,52.7,50.8,51.3,187454.0
2025-12-29,50.9,51.5,49.56,50.1,145689.0
2025-12-30,50.05,50.05,48.5,48.72,144574.0
2025-12-31,48.72,50.35,48.72,50.3,116672.0
2026-01-01,50.2,51.05,49.86,51.0,150566.0
2026-01-04,51.0,51.0,48.8,49.1,146907.0
2026-01-05,49.18,49.5,48.14,48.14,321636.0
2026-01-06,48.5,49.44,48.4,49.2,199876.0
2026-01-07,50.2,50.6,48.58,49.18,245166.0
2026-01-08,49.5,49.5,47.4,47.88,117636.0
2026-01-11,47.92,48.66,47.9,47.92,114890.0
2026-01-12,48.2,48.36,47.7,47.96,177902.0
2026-01-13,47.98,48.5,47.54,48.2,262524.0
2026-01-14,48.42,49.2,47.84,48.5,225840.0
2026-01-15,48.16,48.28,46.8,47.36,180888.0
2026-01-18,47.36,47.74,47.0,47.02,76089.0
2026-01-19,46.9,48.7,46.38,48.5,214110.0
2026-01-20,48.96,49.9,48.06,48.64,413484.0
2026-01-21,48.1,49.16,48.1,49.06,226109.0
2026-01-22,49.18,50.3,48.52,49.98,256029.0
2026-01-25,50.0,50.4,49.28,49.28,161644.0
2026-01-26,49.96,50.4,48.66,49.12,326654.0
2026-01-27,49.5,49.86,49.0,49.78,168782.0
2026-01-28,49.82,50.85,49.4,50.6,236632.0
2026-01-29,50.6,50.6,48.8,48.8,133152.0
2026-02-01,48.82,49.3,47.24,47.4,210195.0
2026-02-02,47.06,48.2,46.6,48.0,125899.0
2026-02-03,48.7,48.7,47.66,47.82,96346.0
2026-02-04,47.82,48.2,47.06,47.4,123523.0
2026-02-05,47.18,47.4,46.2,46.2,155328.0
2026-02-08,46.2,48.12,46.2,47.9,124593.0
2026-02-09,48.0,48.4,47.08,48.14,152795.0
2026-02-10,48.18,48.2,47.22,47.98,126370.0
2026-02-11,47.98,47.98,46.52,46.76,128126.0
2026-02-12,46.76,46.98,46.52,46.68,62102.0
2026-02-15,46.7,47.9,46.7,47.52,79188.0
2026-02-16,47.96,48.02,46.4,46.5,127162.0
2026-02-17,46.5,46.5,45.62,45.62,95651.0
