date,open,high,low,close,volume
2025-12-21,69.75,70.5,68.95,69.05,135483.0
2025-12-22,69.15,69.35,68.8,69.1,144337.0
2025-12-23,69.1,69.45,68.8,69.0,239256.0
2025-12-24,69.25,69.35,68.1,68.35,165339.0
2025-12-25,68.3,68.8,68.05,68.6,103865.0
2025-12-28,68.95,68.95,67.5,67.55,95644.0
2025-12-29,68.0,68.4,67.5,68.4,135457.0
2025-12-30,68.2,68.2,65.5,65.85,356479.0
2025-12-31,66.25,67.15,65.85,66.65,314428.0
2026-01-01,66.7,67.75,66.6,67.0,140337.0
2026-01-04,67.0,67.0,65.55,66.25,196032.0
2026-01-05,66.2,66.65,65.1,65.5,417388.0
2026-01-06,65.6,66.0,65.15,65.2,205899.0
2026-01-07,67.0,67.75,66.2,67.15,382347.0
2026-01-08,67.35,67.35,65.85,65.85,262143.0
2026-01-11,66.4,67.25,65.85,66.55,172123.0
2026-01-12,66.8,67.95,66.8,67.95,477948.0
2026-01-13,67.9,69.25,67.9,69.25,708328.0
2026-01-14,69.2,69.2,67.2,68.0,310611.0
2026-01-15,68.0,68.0,66.5,66.7,326763.0
2026-01-18,66.85,67.25,66.85,67.05,193972.0
2026-01-19,67.0,67.05,66.25,66.65,243422.0
2026-01-20,66.65,66.7,65.35,65.35,370896.0
2026-01-21,65.6,66.15,65.25,66.0,480503.0
2026-01-22,66.75,68.35,66.75,68.0,902231.0
2026-01-25,68.2,69.0,68.15,69.0,374692.0
2026-01-26,69.0,69.15,68.1,68.15,683547.0
2026-01-27,68.15,69.0,68.1,68.95,342255.0
2026-01-28,68.95,70.55,68.85,70.25,545372.0
2026-01-29,70.25,70.3,69.35,69.6,465543.0
2026-02-01,70.1,70.1,68.15,68.4,204767.0
2026-02-02,68.4,69.0,67.9,68.95,370473.0
2026-02-03,68.95,69.45,67.75,67.75,449782.0
2026-02-04,67.8,68.35,67.6,67.65,249825.0
2026-02-05,67.65,67.75,66.75,67.1,349388.0
2026-02-08,67.3,67.95,67.0,67.0,149039.0
2026-02-09,67.05,67.5,66.6,67.0,236612.0
2026-02-10,67.4,68.25,66.75,68.25,454765.0
2026-02-11,68.25,70.0,68.15,70.0,659911.0
2026-02-12,70.0,70.0,68.25,68.7,348994.0
2026-02-15,68.7,69.0,68.25,68.55,299295.0
2026-02-16,68.6,68.85,67.4,67.4,417412.0
2026-02-17,67.6,67.6,66.5,67.05,239220.0
2026-02-18,66.85,66.85,65.8,66.0,313089.0
2026-02-19,66.0,66.0,63.9,63.9,345562.0
2026-02-23,63.95,64.9,62.7,64.9,454263.0
2026-02-24,64.35,64.35,62.7,62.7,402183.0
2026-02-25,62.95,63.65,61.0,61.95,395097.0
2026-02-26,62.0,63.65,61.0,63.65,493087.0
2026-03-01,60.2,62.8,60.2,62.05,251659.0
2026-03-02,62.05,62.75,60.0,60.2,461362.0
2026-03-03,60.0,60.7,58.65,59.1,605522.0
2026-03-04,59.25,61.35,59.0,60.75,807665.0
2026-03-05,61.2,63.6,61.05,63.6,445608.0
2026-03-08,63.25,64.75,63.0,64.5,358482.0
2026-03-09,64.65,66.3,63.6,64.1,731630.0
2026-03-10,63.4,64.5,63.3,63.85,245328.0
2026-03-11,64.1,65.15,63.8,64.3,483132.0
